Gene	Num
SLC29A1	2
TAF5L	2
RHO	2
SGK3	2
MAP6	2
ALDH1L2	2
FRMD7	2
C16orf89	2
EML3	2
PBX3	2
PRG4	2
SERPINB13	2
CYP4F8	2
TGIF2LX	2
OPN5	2
ETFDH	2
LRRC38	2
SLC4A10	2
WBSCR16	2
TRAF5	2
DDX19B	2
ZNF492	2
SYT4	2
UBE3B	2
TRIB3	2
GPR84	2
SOX11	2
NANS	2
BLM	2
ARHGAP29	2
LVRN	2
TRPV2	2
RLF	2
TRO	2
RABGAP1	2
C11orf85	2
C9orf135	2
TCP10	2
PTK2B	2
HTATSF1	2
GLRA3	2
MGAT2	2
ANKRD28	2
MYO5C	2
SLC6A13	2
ZNF93	2
PER2	2
ANKS1B	2
PXYLP1	2
MAP7D1	2
FAM71D	2
ZCWPW2	2
SLC24A1	2
ZCRB1	2
DOK1	2
BMPR1B	2
TLE3	2
ALDOB	2
IL22RA1	2
ALOX15B	2
CIRH1A	2
AMDHD1	2
TAF4	2
GMEB2	2
ENOX2	2
ALS2CL	2
SYCP2L	2
GPT	2
TRAIP	2
FOS	2
DDR1	2
SLC24A5	2
MAP1S	2
DIO3	2
BRD1	2
LAMB2	2
PRF1	2
SSTR3	2
DERA	2
ZBTB11	2
MSR1	2
TCERG1L	2
PRKCI	2
EPB41L4A	2
BCAM	2
TTF1	2
PPM1K	2
PHYKPL	2
C6orf58	2
DNAAF1	2
SETD2	2
CPQ	2
SPEM1	2
PLEKHA5	2
ARHGAP15	2
ZWILCH	2
GCC2	2
IGSF22	2
HAUS4	2
SLC6A1	2
MCTP1	2
RBMXL1	2
OR56A1	2
CTAGE6	2
SAP130	2
CALCOCO1	2
CXXC5	2
LRRC16B	2
OR6C76	2
RNF168	2
RIOK1	2
PEX5L	2
GLG1	2
GDF2	2
SMO	2
BIRC2	2
C4orf50	2
JKAMP	2
GRM2	2
TAS2R7	2
PDE1A	2
ZNF662	2
DNAJC11	2
VANGL1	2
HSPA1B	2
DCST1	2
ZNF768	2
SLC12A2	2
ERBB3	2
MYH7B	2
SLC5A2	2
MAN2C1	2
IGHV3-16	2
B4GALNT1	2
VWA7	2
CFHR2	2
FANCI	2
DPYSL4	2
ERVMER34-1	2
CXCR2	2
SLC17A5	2
MYPN	2
SPATS2L	2
OR2W3	2
HOXD8	2
FAM83C	2
BMP3	2
NEUROG1	2
MAP3K14	2
USP21	2
CPSF6	2
GRIK1	2
ATP11B	2
PGRMC2	2
ADGRD2	2
ACSL3	2
NFKBID	2
WDR81	2
OR11H1	2
SH2D3C	2
CX3CR1	2
OTOP2	2
PRR15	2
WNK2	2
SIN3A	2
SLC9A4	2
TFDP2	2
RPTOR	2
MYO18A	2
ZNF544	2
ADGRE3	2
PROM2	2
GPR149	2
OR6P1	2
KRT24	2
TMEM200A	2
ATP7B	2
ARHGEF25	2
TNFAIP3	2
GFRA1	2
RSPH6A	2
VIP	2
LRRC14	2
CDH20	2
ZNF737	2
ZNF486	2
PPHLN1	2
IQCG	2
CYLD	2
SEZ6L	2
SLAMF8	2
NPAT	2
TMC4	2
PNOC	2
USP5	2
SECISBP2L	2
SLC44A4	2
PRR32	2
CLEC3A	2
OR8J3	2
FOXD4L3	2
TRIM60	2
FOXM1	2
LRRC56	2
TPCN1	2
SORCS2	2
KIAA1522	2
KLHL1	2
PNLIPRP1	2
SLC22A5	2
CATSPERB	2
RIMKLB	2
ATG9A	2
POF1B	2
HSD17B13	2
NLRC3	2
PLEK	2
SHB	2
KDM4C	2
ZNF626	2
PHF8	2
CYP21A2	2
HIST1H1E	2
UGT2B15	2
FCHO2	2
AC124312.1	2
CERK	2
RFPL3	2
OR51F2	2
URGCP	2
ARHGAP32	2
C8orf46	2
CEP131	2
OR2T6	2
MTMR6	2
SH3TC1	2
PAMR1	2
EMC1	2
F2R	2
ZNF140	2
AARS2	2
ZNF789	2
SENP1	2
RPL26L1	2
STX1B	2
SNUPN	2
FCHSD2	2
RSPH10B2	2
RBBP4	2
TOMM70A	2
ZIC5	2
UGT1A6	2
RUNX2	2
MALRD1	2
CD200R1	2
ZNF354A	2
SF3B1	2
GLB1L2	2
ZFP28	2
RAI1	2
SUCNR1	2
GPR142	2
THUMPD3	2
ARHGEF26	2
PLBD2	2
TLL2	2
POGK	2
PHKA1	2
PSG1	2
CHAMP1	2
GBF1	2
TOP1	2
MAML3	2
SSBP4	2
RNF10	2
DGKA	2
GCFC2	2
RAP1GAP2	2
PRKAA1	2
ZNF552	2
NBPF3	2
ZNF823	2
PPP1R18	2
RUFY3	2
TEP1	2
CCDC8	2
WASF2	2
HGF	2
NPFFR2	2
NPR1	2
NTN3	2
TTC6	2
VIM	2
PANK1	2
TATDN2	2
ERICH1	2
FIGNL1	2
DFNB59	2
RPSAP58	2
MDH1B	2
MROH7	2
TANC1	2
PTX4	2
EBF4	2
PMPCA	2
LIG4	2
CCDC146	2
ZNF837	2
RALGPS2	2
YIPF2	2
TOPAZ1	2
DFFB	2
C9orf131	2
DACH1	2
YTHDC2	2
CYP4Z1	2
PTPN9	2
PADI6	2
PSD3	2
CYP2C18	2
TOE1	2
UTRN	2
XYLT2	2
IKZF2	2
CLCN7	2
ZNF385B	2
SCN3B	2
OR10H3	2
PP2D1	2
MFSD10	2
CDH8	2
C10orf71	2
FAM170A	2
FAM83E	2
LPAR1	2
SUPT5H	2
TADA2B	2
REXO1	2
DYRK4	2
PHRF1	2
DLGAP3	2
SLCO4C1	2
TM9SF4	2
OSBPL1A	2
POTEG	2
LRRC41	2
PRKCG	2
SH3BP4	2
PDE8B	2
PHF7	2
ZNF688	2
PGBD1	2
GAA	2
TEX13A	2
CIITA	2
LTBP4	2
RBM33	2
GMNC	2
SFMBT2	2
PRAM1	2
AMPH	2
PIAS1	2
KCNA4	2
SSC5D	2
HNRNPLL	2
SLC22A11	2
PIK3C3	2
ZIM2	2
TOP1MT	2
SP3	2
ATP13A2	2
SLC27A6	2
CLEC4F	2
SRRM3	2
PLIN3	2
MMP26	2
ACOX1	2
ROR2	2
MAGI1	2
PCSK7	2
SOHLH2	2
INTS4	2
ZNF597	2
SLC17A9	2
OR4A5	2
LIMCH1	2
CCNB3	2
OGDH	2
NXPE3	2
APPL1	2
OXR1	2
DRD1	2
ZNF668	2
CSRNP2	2
MARK2	2
CCDC148	2
MEOX2	2
ATP8B1	2
CFAP69	2
SPATS1	2
TMEM201	2
OR4K2	2
YWHAG	2
NAT8	2
MIOS	2
ZNF300	2
ISPD	2
NFX1	2
ZNF212	2
MN1	2
LAPTM5	2
LDB2	2
DNA2	2
KBTBD7	2
PRPF18	2
LRRTM1	2
IGHV3-23	2
AKR1A1	2
DROSHA	2
C19orf68	2
STPG1	2
C7	2
ESRRG	2
ERF	2
SPANXN1	2
COG6	2
DLEC1	2
PRL	2
PPP1R13B	2
CLEC7A	2
KAT6B	2
OR2T11	2
TMEM180	2
TTC39B	2
LCP2	2
KPNA1	2
CES3	2
TCP1	2
USP32	2
ZNF512B	2
ATP6V0A2	2
NDST2	2
IFT122	2
OAS2	2
ACTRT1	2
APP	2
ZNF843	2
PAXIP1	2
DHX35	2
OR52N5	2
HEY2	2
ZNF471	2
ZNF274	2
TOP2B	2
NDN	2
MAP3K2	2
CDK5RAP1	2
SIGLEC5	2
TRIM9	2
TSHZ2	2
RFC1	2
RIF1	2
FAF1	2
PFAS	2
SMC5	2
IL13RA2	2
EXOC6B	2
TMEM55A	2
MYO1C	2
PLXNB3	2
MUC13	2
MAPRE1	2
ATP2C1	2
ST8SIA2	2
HDGFRP2	2
TRIM17	2
ADCY7	2
HORMAD1	2
EVL	2
ZNF835	2
TUBB6	2
TTC37	2
OXNAD1	2
USP15	2
EFEMP1	2
MTBP	2
LHX4	2
ASTE1	2
MARVELD2	2
GOLGA6C	2
SLC9A5	2
KLHL24	2
GPRC6A	2
TARS2	2
HNRNPUL1	2
TPH1	2
SLC7A13	2
EGF	2
LRCH4	2
ZNF85	2
CCDC73	2
NEFH	2
C17orf47	2
WWC3	2
WDPCP	2
TXNRD2	2
SLC13A1	2
PRTN3	2
PCDHA6	2
HLA-C	2
OTUD6B	2
TIMP3	2
PRRG3	2
PROSER3	2
AKNA	2
SFTPA1	2
SNX10	2
ARAF	2
OCIAD1	2
HSP90B1	2
C16orf54	2
FPR2	2
MAP4K2	2
PVR	2
PDP1	2
UNC79	2
COL4A3	2
DCP1B	2
MBTPS1	2
KIAA1107	2
C8B	2
TRIM10	2
FBXO21	2
SMARCD2	2
AGAP4	2
AICDA	2
WFS1	2
CUL7	2
NTAN1	2
PHC1	2
SMOC1	2
FAM20B	2
RMND5B	2
SLC47A1	2
CCDC64B	2
MEX3A	2
CCDC57	2
ZBTB42	2
KIAA1279	2
CFHR5	2
KIAA1598	2
OR1J4	2
SPECC1	2
PYGB	2
GPC5	2
FAM205A	2
MSTO1	2
CCKBR	2
TINAG	2
GGA3	2
METTL15	2
TAF15	2
IQSEC3	2
ZFYVE9	2
FAM21C	2
TPP2	2
TBC1D16	2
PLAGL2	2
NME9	2
PRICKLE1	2
CASP12	2
GPR85	2
WHSC1L1	2
OR5I1	2
PHACTR2	2
USP54	2
WDR59	2
PDGFRB	2
PRRX1	2
GRIP2	2
EXOSC8	2
ANKRD17	2
SFRP4	2
ZNF79	2
TDRD3	2
HMGXB4	2
NMS	2
TFPI	2
LOXL2	2
MEF2D	2
DACT1	2
ADGRG1	2
DNAJC17	2
GABRA5	2
HIST1H2AK	2
AIMP1	2
ZNF425	2
RASGRF2	2
PRAP1	2
ROCK1	2
SPANXC	2
PTPRC	2
CELF2	2
LONRF1	2
ABHD6	2
PRR12	2
CYP2C9	2
SH2D3A	2
ADRBK1	2
CD248	2
PRSS22	2
DDX51	2
MAGEB6	2
EVX2	2
LINGO1	2
ADARB2	2
ANO6	2
WDR54	2
WDR83	2
ZNF440	2
NOVA1	2
IKBKAP	2
SRGAP1	2
FAM131B	2
PABPC4	2
GABBR2	2
CCT7	2
KIAA0408	2
ATG5	2
KLB	2
JPH2	2
CYP2F1	2
TADA1	2
ACPP	2
CEP152	2
PYROXD2	2
GFRA3	2
ATP4A	2
VPS54	2
GRB14	2
OLFM4	2
IGKV1D-43	2
LATS1	2
KRT33A	2
CCNL2	2
DCAF4	2
CCDC13	2
SVOPL	2
HAUS5	2
DLX3	2
NUP88	2
CYP2U1	2
ADSL	2
IFIT3	2
OR13H1	2
IL10	2
ASCC2	2
POMGNT1	2
ZNF791	2
RTN3	2
ACAA2	2
ASNS	2
NCAPG2	2
TNKS2	2
FFAR3	2
TSKS	2
KIAA1524	2
IL17RC	2
CDH13	2
DZIP1L	2
XIRP1	2
OMP	2
THBS3	2
KIAA1614	2
ZNF710	2
BCR	2
SLC4A9	2
CNST	2
ARL10	2
RPN2	2
NCOA4	2
OR52L1	2
ZNF563	2
EXD3	2
SMARCC2	2
PQBP1	2
UMOD	2
ENKUR	2
PCYT1A	2
OR2W1	2
KRAS	2
SREBF1	2
HOXB2	2
AGMO	2
MFN1	2
CMKLR1	2
CD1A	2
DCAF17	2
MAP4K4	2
TCTN1	2
LAMP3	2
ZC3HAV1	2
ANO2	2
STX17	2
PDPR	2
C8orf74	2
CELF4	2
OSBP	2
ZNF445	2
MAOA	2
ABCA4	2
OR8G5	2
GABRG1	2
DUSP27	2
DNAH12	2
CD1B	2
BBS12	2
WDR90	2
HIST1H3G	2
PPP1R9A	2
GOLGA6L9	2
CRAT	2
PPP4R4	2
CCDC22	2
NOC3L	2
CPZ	2
DDX3X	2
KLHL13	2
TUBGCP2	2
SLC9A9	2
WNT9A	2
FRMD6	2
SLC44A2	2
SNX14	2
UBN1	2
LRRN1	2
SYT1	2
KRT25	2
DSG4	2
FLRT3	2
OGFOD3	2
PLB1	2
RALGAPA2	2
JAK3	2
CENPL	2
TACC3	2
OCSTAMP	2
OR52E2	2
BMP15	2
KRTAP2-4	2
KLRG1	2
NEK10	2
FOXD4L5	2
RBL1	2
HIST1H3E	2
OR2F2	2
IGSF11	2
MYCT1	2
ALOX12B	2
DTX1	2
BMP8B	2
ZCCHC14	2
TCEAL2	2
DEFB108B	2
CADPS	2
LILRA4	2
ZNF687	2
WWOX	2
ZNF732	2
RASIP1	2
ZNF320	2
OR11A1	2
TRPM7	2
FRMD8	2
OR5B2	2
CASQ1	2
OR1J2	2
PARP3	2
HSD17B4	2
TEKT4	2
RSPH10B	2
GMIP	2
SESTD1	2
TAS2R60	2
C1orf111	2
SLC12A4	2
ALKBH3	2
VPRBP	2
ZNF142	2
STRIP1	2
GAD1	2
SULT1C3	2
TULP4	2
AMPD1	2
TMBIM4	2
SNX19	2
MIPEP	2
MLXIP	2
WSCD1	2
OR2AK2	2
FAM117A	2
ZNF784	2
LRRC18	2
SPEN	2
ACSBG2	2
KIF20A	2
ZNF860	2
COPA	2
PARK2	2
NUAK2	2
AGBL5	2
MAGEA10	2
NADK	2
SOX13	2
C10orf88	2
TM9SF2	2
OR4L1	2
ABCA9	2
CLEC18B	2
HOOK1	2
TRAV20	2
ELP4	2
OR1L4	2
STK11	2
ASB15	2
TRPC1	2
MED12L	2
CD300A	2
PDE4D	2
HIST1H2AC	2
TCHHL1	2
MVP	2
CD79A	2
ZNF571	2
IGSF1	2
CRHR1	2
LGI2	2
VPS4A	2
SGK1	2
PTPRM	2
CCDC86	2
WWP2	2
SETD5	2
C1QTNF7	2
KRT18	2
KCNN4	2
FEM1A	2
TNS4	2
GAS6	2
GLUL	2
EFTUD2	2
SMC4	2
ANGEL2	2
OR13C5	2
AMER3	2
HSP90AB1	2
CLASP1	2
PCDHB2	2
RSRC2	2
RCOR3	2
TSPYL1	2
TMEM200B	2
OR51Q1	2
PODN	2
TTLL7	2
MIER2	2
ARCN1	2
DYRK1B	2
NMB	2
DCT	2
BNIP3	2
UBAP2	2
UFSP2	2
DOCK6	2
MTIF2	2
ADGRF5	2
WFDC8	2
FBRS	2
ATXN1L	2
KIF7	2
TRDN	2
STOX1	2
PHC3	2
IRAK4	2
ZMYM4	2
CSE1L	2
GPRASP1	2
EML5	2
KIAA1147	2
GOLGA6D	2
SUFU	2
MTA1	2
COL9A1	2
FAM171B	2
GAS7	2
NMNAT1	2
VWA3B	2
SLC33A1	2
MED25	2
TELO2	2
CLIP2	2
KITLG	2
SCNM1	2
PLA2G6	2
SOCS6	2
HELLS	2
TAF5	2
MMP14	2
HS3ST5	2
ACTG1	2
FAM13B	2
OR14K1	2
CLIC4	2
CHP2	2
GPAA1	2
TUBGCP6	2
RANBP3L	2
SYMPK	2
ATP2B3	2
KLF3	2
MARCH4	2
SLC4A1AP	2
CDH17	2
VAX2	2
SYT10	2
OR2AE1	2
DAB1	2
OR51G1	2
RFX5	2
TMEM117	2
PCDHAC1	2
ARHGEF38	2
PRIM1	2
EPB41L1	2
FGGY	2
IAH1	2
SAMD14	2
LGSN	2
SPIRE2	2
ZNF436	2
ECE1	2
LRRC43	2
BMPR2	2
IRF2BP2	2
SENP7	2
HK2	2
HIBCH	2
ADRA2A	2
IKBKE	2
MCF2	2
ZFP14	2
P2RY6	2
APLNR	2
MYO9B	2
FANCD2	2
PLEKHN1	2
SLC9C1	2
SLC5A10	2
NHSL2	2
RNF180	2
KCNK2	2
SYBU	2
TECPR1	2
CDCA7L	2
SEPT6	2
TBC1D4	2
FHAD1	2
FASTK	2
MYOM3	2
PPARG	2
APOH	2
IDH3B	2
TRAPPC12	2
NRDE2	2
ADAMTS1	2
CLVS2	2
LCN9	2
OPN4	2
OR52K1	2
TMEM8A	2
METTL22	2
ZNF215	2
SLCO2A1	2
FTSJ3	2
TLCD1	2
COL15A1	2
ARHGAP20	2
VPS35	2
P2RY8	2
ADAM2	2
RXFP3	2
CDH22	2
ASH1L	2
MCM3AP	2
FAM204A	2
MFSD12	2
LRG1	2
KRT6A	2
HCFC2	2
KCNF1	2
SMAD9	2
RHOA	2
TRIM51	2
MLK4	2
CAND2	2
EBF1	2
PLEKHH1	2
DNMT3A	2
CCDC54	2
UBAC2	2
ADAMTS14	2
PTPN23	2
RNF19A	2
NUMA1	2
OR13C4	2
ANKMY2	2
DGCR8	2
MMP9	2
CCZ1	2
KIAA2012	2
KNOP1	2
OPRL1	2
SELV	2
TMEM45A	2
IL1RAPL2	2
ZNF878	2
UBA1	2
GOLGA8T	2
ANKEF1	2
DNAJC24	2
ATXN2	2
SLC1A5	2
RAD51AP2	2
SLC7A11	2
ALDH6A1	2
SLC3A2	2
GALNT3	2
PALM2	2
HRG	2
SHPRH	2
PIK3CD	2
EXO1	2
HPGDS	2
ABCC8	2
KRBA1	2
GTF3C2	2
SLC26A8	2
KCNH4	2
ICAM5	2
MYH9	2
FNDC3A	2
IFIH1	2
HS6ST2	2
A2M	2
KLF12	2
SCAF11	2
PNPLA1	2
CLIP4	2
FAM183B	2
DSC2	2
ZBTB49	2
ANAPC2	2
DDC	2
GATAD2A	2
ZCCHC2	2
ZNF841	2
ZIC4	2
PLS1	2
PSME2	2
TTYH2	2
MAP3K7	2
KIF21B	2
PAX4	2
MROH6	2
ITIH1	2
DDX11	2
TTC24	2
OR5R1	2
FCRL2	2
PLA2R1	2
PRRT3	2
STAG2	2
ZC3H3	2
AGO2	2
GLP2R	2
CHSY3	2
FLT4	2
IGDCC4	2
FAM129B	2
MBOAT1	2
ZFP69B	2
OR8K5	2
SPG11	2
NOP56	2
CTAGE1	2
DHTKD1	2
EIF3E	2
SPANXN3	2
RABGAP1L	2
SPAG8	2
IQGAP2	2
ALG12	2
ZNF714	2
ELAVL3	2
ZNF253	2
SOWAHD	2
CRX	2
PELI2	2
SLC5A12	2
EHD1	2
PHLDB2	2
E2F8	2
IGHV3-43	2
ZNF559-ZNF177	2
ABHD14A-ACY1	2
F5	2
SETDB2	2
USP14	2
NPEPPS	2
WISP1	2
NOP58	2
FBXW12	2
PJA1	2
SLC16A9	2
KCNJ16	2
NUDCD3	2
POLR3B	2
SF3B3	2
JADE1	2
ODF2	2
KIF18A	2
HIST1H2AH	2
LHCGR	2
TMEM200C	2
ABCE1	2
ATF4	2
MAU2	2
DNTTIP2	2
PRPF38A	2
ESCO1	2
HLA-G	2
CCAR2	2
TLR10	2
TBCK	2
SMG6	2
ZBTB48	2
AZU1	2
NBPF1	2
PGLYRP3	2
PRDM7	1
RNF113A	1
SLC26A9	1
AKAP5	1
SLC35B4	1
PSMC3	1
SSTR5	1
MON2	1
KLF17	1
NDUFA4	1
GJA5	1
LAMC2	1
GAB1	1
MMP17	1
SPIN4	1
SPANXB1	1
ITGA2B	1
CWH43	1
GALNT12	1
TMTC4	1
ALDH1B1	1
HDGFRP3	1
NPTN	1
PLA2G4D	1
PNMA2	1
HMGB1	1
ST3GAL2	1
ZNF430	1
NR1I2	1
ODF1	1
TMA7	1
OR10A4	1
SEH1L	1
PPAN-P2RY11	1
CCR1	1
PRCP	1
BCKDHB	1
AKAP12	1
OR5V1	1
CDH3	1
SOAT1	1
ETFA	1
ERP44	1
CADM2	1
REN	1
DEPDC5	1
MYOC	1
UPK3A	1
RBP4	1
RAP1GDS1	1
TKTL1	1
CLEC4C	1
HTR7	1
MRPL55	1
C20orf173	1
LDHAL6B	1
SDAD1	1
NR0B2	1
VPS29	1
KIAA0368	1
TTC30A	1
KPRP	1
TBX15	1
PTBP1	1
TAB1	1
KRTAP1-5	1
ALKBH7	1
ZNF766	1
TCTE1	1
SELE	1
ALX4	1
NPIPB5	1
GLIPR2	1
NACC1	1
GCLM	1
PSEN2	1
FOPNL	1
KRTAP24-1	1
CHRNE	1
RNH1	1
C2orf16	1
DYNC1LI2	1
GLP1R	1
EID1	1
GJB5	1
LRRCC1	1
BAZ1B	1
NFXL1	1
ARRDC4	1
ZNF229	1
SRMS	1
OR2A2	1
TONSL	1
RNF186	1
EXOC7	1
PENK	1
FAM171A1	1
DDX21	1
CNPY4	1
CAPN11	1
OPRK1	1
RPL3	1
ZC3H14	1
MATN1	1
KLHL41	1
C18orf8	1
FAM178B	1
MDM2	1
LPGAT1	1
DBX2	1
VSTM2A	1
TSSK2	1
SHISA6	1
H2BFWT	1
PAK7	1
FFAR4	1
PAPSS2	1
CLEC4M	1
BRPF3	1
DAXX	1
EHD2	1
KIAA1875	1
BCORL1	1
TDRD9	1
MMEL1	1
ZBTB2	1
ELOVL1	1
C6orf106	1
OR1M1	1
ZFP62	1
LRIT1	1
HES1	1
ANKRD13A	1
ZNF488	1
ZNF800	1
SMAD7	1
RBMS2	1
HEPHL1	1
MRPS25	1
RNF31	1
OTUB2	1
G3BP2	1
TRIM61	1
FAM98A	1
RYK	1
APOE	1
SLC6A5	1
CNOT4	1
KRTAP9-3	1
ITGB7	1
METTL18	1
LRRC58	1
KLHL17	1
SLC16A8	1
TM6SF1	1
BEND7	1
ACTR6	1
TSC22D1	1
ZNF14	1
FAM19A4	1
C22orf15	1
BAX	1
ZUFSP	1
PPIP5K1	1
GMEB1	1
FAM69A	1
TRAF3	1
NIP7	1
NINJ2	1
UCK2	1
RFTN1	1
ZFR	1
SSX2IP	1
ALCAM	1
ITGAE	1
RGR	1
GTDC1	1
ANKRD2	1
PDZRN4	1
TNNC1	1
OR56A5	1
ZPR1	1
SCN2B	1
ZNF385C	1
TP73	1
TCTEX1D2	1
OR2Z1	1
C11orf49	1
MAGEA6	1
RGS19	1
HAO2	1
LARS	1
C1orf198	1
SPOCK1	1
TRIM36	1
DSTYK	1
PYHIN1	1
OR6B1	1
MCM5	1
DLK2	1
C8orf34	1
STARD3	1
ZNF600	1
APLP1	1
WDR89	1
GPR55	1
PCDH8	1
TRMT13	1
ZNF628	1
RPRD1A	1
ZFP82	1
GJA10	1
TESK1	1
CYB5R1	1
LGALS9	1
PDLIM5	1
FTCD	1
C19orf44	1
EEFSEC	1
CSTF3	1
TLR7	1
SOWAHB	1
NCK2	1
SH2B3	1
TREML1	1
CAPN1	1
EMX2	1
TMEM62	1
GAL3ST3	1
PRB3	1
EBF2	1
TMEM229A	1
RPS6KA2	1
ZSWIM1	1
SLC30A3	1
PLA2G7	1
RAD21	1
TRAV1-1	1
TSFM	1
ASAP3	1
OR51T1	1
RGS4	1
ZNF556	1
CHST5	1
FKBP10	1
MCTP2	1
ENGASE	1
ADGRE2	1
JDP2	1
NISCH	1
PARPBP	1
KCTD8	1
CDC26	1
PCYOX1L	1
E2F1	1
RAP1A	1
MEX3B	1
NDRG2	1
DTHD1	1
DDX39A	1
POM121L7	1
KRTAP10-6	1
SH2D4A	1
KRT5	1
TMEM159	1
SOS1	1
AAAS	1
PSMD8	1
PIGB	1
MARCH11	1
OR8D4	1
HNRNPR	1
MEF2C	1
CNGA4	1
CLEC18A	1
FADS3	1
MARS2	1
ZBTB21	1
CPA3	1
CA1	1
FKBP4	1
PRSS53	1
MUTYH	1
CCHCR1	1
NCKAP5L	1
MRPL22	1
ASAH2	1
KLHL10	1
ISL1	1
MRAS	1
SELENBP1	1
PDCD2	1
ONECUT2	1
RNF41	1
LMBR1L	1
DPY19L2	1
GANAB	1
SLC2A7	1
FAM166A	1
PPAP2A	1
ZNF713	1
SPICE1	1
PDILT	1
GLB1	1
TEX15	1
IFT81	1
DTNBP1	1
SLC11A2	1
SRGAP2	1
MEX3C	1
SMAP1	1
ENO4	1
AVIL	1
TPGS2	1
AHI1	1
PLGLB2	1
KANK1	1
RAB11FIP5	1
NAT9	1
YOD1	1
UPF3B	1
INO80C	1
CES2	1
CRYGB	1
HUS1B	1
CHIC1	1
PLCH2	1
C5orf47	1
ZNF132	1
CHRNA7	1
IGF2BP1	1
CLEC1B	1
CCDC17	1
CER1	1
ZNF335	1
TRGC2	1
TULP3	1
HOXB3	1
RIOK2	1
ASH2L	1
PLA2G16	1
FBXL5	1
ZBTB10	1
ANKRA2	1
SCGB1D2	1
C11orf74	1
MVK	1
ZNF605	1
ERCC3	1
NEIL1	1
WHSC1	1
BNIPL	1
ZNF280B	1
OR1L3	1
DUSP5	1
FAM25C	1
LDB3	1
HCCS	1
SIGIRR	1
C4orf29	1
ADGRL1	1
OR5AN1	1
OXER1	1
ZNF451	1
TINAGL1	1
SLC39A11	1
ANKFN1	1
HNRNPF	1
MRGPRX3	1
OIP5	1
NTNG2	1
ARNTL	1
GGN	1
THEG	1
ADD3	1
MIPOL1	1
PLA2G5	1
MBD1	1
GPHN	1
GPRASP2	1
KIAA1468	1
TSPAN6	1
DHX37	1
FBXL12	1
CFI	1
SUPT20H	1
MICU1	1
THNSL1	1
HMCES	1
USPL1	1
FBXO6	1
BCAT2	1
OAT	1
PDPN	1
CAPZA1	1
HS3ST6	1
ABHD17C	1
SNRNP27	1
SLC52A3	1
LYPD4	1
IL1R1	1
MAP3K19	1
NLN	1
C2orf73	1
PROM1	1
OSGIN2	1
SCFD1	1
MED26	1
ERICH6B	1
GGCX	1
BTG1	1
KLHL32	1
CPVL	1
KCNJ10	1
PDGFB	1
SPIDR	1
PCDHGA11	1
FOSL2	1
NXF3	1
TGFB3	1
SWI5	1
ZNF443	1
CHPF	1
LMNTD2	1
OR10K2	1
BCAN	1
GFRA2	1
OR2C1	1
C12orf56	1
CLEC5A	1
DCAF13	1
SKP2	1
LRRC24	1
ADGRA3	1
CRCT1	1
USP38	1
ZNF649	1
LRRC36	1
NUP43	1
H2AFZ	1
PADI4	1
NFIX	1
TM7SF3	1
TXLNB	1
MORC4	1
RMND5A	1
NKX2-4	1
FOXD2	1
HERPUD2	1
PTPRA	1
DDX55	1
PRR5-ARHGAP8	1
GALNT10	1
LMNB1	1
TMEFF1	1
SREBF2	1
USP22	1
SHARPIN	1
SPATA22	1
C11orf80	1
NAALADL1	1
NXPH1	1
SIPA1	1
HADH	1
SLC25A18	1
EEF1A2	1
GPR101	1
KCNH7	1
B2M	1
ERLEC1	1
XRCC1	1
GPR182	1
MAGEB10	1
PDE4C	1
ANKRD62	1
AGPAT9	1
TMIGD1	1
OTOP1	1
ANKFY1	1
PGGT1B	1
FANCF	1
GLYCTK	1
KLHL15	1
PACRG	1
ITGA7	1
EYA1	1
SLC20A2	1
RTBDN	1
CACNG4	1
GOLGA6B	1
ZNF671	1
LRRC61	1
LPO	1
MKX	1
SH2D2A	1
STMN4	1
LAIR1	1
DNASE1L1	1
IGF2	1
MZT2B	1
MAP3K6	1
DQX1	1
ZBTB41	1
C6orf89	1
TMCO4	1
RABEP2	1
POU3F3	1
TSNAXIP1	1
NPC1L1	1
MFSD6	1
STAT6	1
MAGT1	1
CHORDC1	1
CELF3	1
OR6K3	1
CARD10	1
LYRM2	1
OR1S1	1
PEG10	1
PIK3R2	1
UQCC2	1
MAK	1
EPB41L2	1
CERCAM	1
MS4A4E	1
GDA	1
ACSL5	1
VPS36	1
PTN	1
C6orf25	1
IGHG1	1
SPINK13	1
MSL1	1
LOXL3	1
TEAD2	1
EXPH5	1
STK39	1
MRPL50	1
KDF1	1
KRT78	1
CYP27A1	1
WDR62	1
MTMR14	1
RELA	1
SPDYE3	1
PDZK1	1
INTS8	1
ARMC5	1
OR13G1	1
SEPT12	1
ST6GALNAC3	1
NOP10	1
PPT2	1
CCDC157	1
DAB2	1
PPP2R2A	1
HSD11B1	1
ZNF248	1
CEP135	1
PAN2	1
WDR36	1
ZYG11A	1
OR5K1	1
HID1	1
SLC7A4	1
SIRT6	1
TTC27	1
TMEM161A	1
NFATC2IP	1
KLHL2	1
DCAF4L1	1
BTN3A2	1
EPS8L1	1
SCCPDH	1
ZNFX1	1
SEBOX	1
GNL2	1
FAIM	1
CEND1	1
NEK2	1
NPIPB7	1
GTPBP1	1
VAV3	1
MNDA	1
HIST1H2AL	1
ACSS2	1
GPR37L1	1
DHX16	1
IMMP2L	1
FPR3	1
BSPRY	1
WIPI1	1
SENP2	1
ACOT12	1
DNAJC27	1
OR4D2	1
ALKBH5	1
USP48	1
