Gene	Num
PPP2R5B	3
QRFPR	3
NUP210L	3
TRPV4	3
MATN4	3
CCSER2	3
KIR3DL1	3
WNT7B	3
ITGAD	3
CCDC106	3
KIAA0895	3
FAM65B	3
PRKCQ	3
PLCH1	3
APEH	3
OR11L1	3
VEPH1	3
LMNB2	3
ATP1A1	3
DCLK1	3
DPF3	3
NAA15	3
PTPRE	3
NLGN4Y	3
CACNA1S	3
CCDC33	3
PLEKHM3	3
GRM6	3
DHX40	3
CTNND2	3
KRTAP10-7	3
UBE3C	3
GYS2	3
ARHGAP5	3
PGM5	3
RDX	3
MAG	3
GPRC5B	3
GATA3	3
CTNNB1	3
WASL	3
SYCP1	3
NOL4L	3
AMY2B	3
CLDN17	3
SEMA4F	3
BNC2	3
OR5H15	3
CHRND	3
SKIV2L2	3
HIVEP3	3
SMARCA2	3
FAM193A	3
RBM6	3
KRT84	3
NLRP13	3
C2orf42	3
RGS7	3
SLCO1A2	3
ENTHD1	3
FLNB	3
OR1N1	3
EXT1	3
MEI1	3
AGBL4	3
SLC22A1	3
LIMA1	3
MCOLN1	3
CCDC178	3
KRI1	3
PCDHB10	3
LRRC37A2	3
MET	3
ZGRF1	3
RAPGEF1	3
ANKRD36C	3
ETNPPL	3
RGS6	3
PATL1	3
SCUBE3	3
GFM1	3
USHBP1	3
OR10G7	3
ENPP1	3
VWA8	3
KCNB2	3
ZNF775	3
KIAA1919	3
TUBA8	3
CDHR3	3
OR2L2	3
PIGR	3
TCN2	3
IBSP	3
EHD3	3
ACTL9	3
OR8H2	3
PRKCSH	3
ATP2B1	3
BLVRA	3
C6orf222	3
PVRL1	3
ADAM23	3
ADAMTS3	3
RLTPR	3
TMEM182	3
UPF1	3
KLF15	3
CENPF	3
MYLK3	3
AHCTF1	3
LONP2	3
PREPL	3
RALGAPA1	3
CTSL	3
KCNQ5	3
PARP8	3
ZNF223	3
FBXO41	3
LDLRAP1	3
ZAN	3
FAM71A	3
FXR1	3
GRM7	3
CPXCR1	3
TBC1D9	3
TRPC7	3
GLI2	3
SCNN1G	3
IDO1	3
GPRIN3	3
PHIP	3
TNFRSF8	3
KPNB1	3
UVSSA	3
MAPK10	3
CAPN14	3
PTPRN	3
TBX22	3
SLC5A8	3
BEND5	3
LIG3	3
PRB2	3
ZNF525	3
INTS10	3
TRIL	3
DUS2	3
FLT1	3
RBM20	3
MYOM1	3
ATP2A2	3
KSR2	3
RAVER2	3
ADD2	3
EHBP1	3
FAHD2B	3
KDR	3
DIP2B	3
USP26	3
MUM1L1	3
SEMA4B	3
IL1RL1	3
DOPEY1	3
GZF1	3
DNM1	3
FBXL7	3
RHBDF1	3
GLIS1	3
IFI44	3
GAL3ST2	3
MPP5	3
FRMPD2	3
HIST1H2BH	3
TTC16	3
STXBP3	3
MYO6	3
PRSS36	3
TNRC6C	3
KIAA1671	3
USP28	3
PIK3R6	3
C16orf96	3
R3HDM2	3
XPO6	3
ADRA2C	3
POM121L2	3
ZNF251	3
ELAVL1	3
CFAP74	3
ADAMTS7	3
YBX1	3
GBE1	3
EDC4	3
POTEE	3
KHDRBS2	3
HNRNPM	3
GPR89A	3
ZNF454	3
TSPEAR	3
INTS2	3
CD93	3
C8A	3
CYP4F2	3
IGHMBP2	3
KRT72	3
ISM1	3
FILIP1	3
PTPRQ	3
BUB1B	3
AMOT	3
FBLN2	3
SLCO5A1	3
FASTKD5	3
C1orf94	3
ZRANB3	3
PARG	3
TYK2	3
FAM189A1	3
PALM2-AKAP2	3
SF3A1	3
KLHL6	3
OR51M1	3
FREM1	3
IL12RB2	3
ZNF672	3
LARP4B	3
SLC15A2	3
GIPC1	3
EPHB6	3
OPCML	3
TANGO6	3
BTN3A1	3
SEPT11	3
OPA3	3
ANO8	3
NPAS3	3
DOCK1	3
ARSI	3
ZNF347	3
RTEL1	3
PDE4A	3
BICC1	3
SLC16A1	3
ZSCAN5B	3
MAP3K10	3
GREB1L	3
NKX2-6	3
PKD1L2	3
TUBA3D	3
CHD7	3
FBXO34	3
DIXDC1	3
OR4C6	3
DCLK3	3
RTTN	3
NFATC1	3
ANKK1	3
STON1	3
CRB2	3
FBF1	3
HIPK2	3
AQR	3
MAP2K1	3
GABRB3	3
MPDZ	3
SCN8A	3
pk	3
ZNF528	3
DOCK11	3
ZNF500	3
OGDHL	3
TMEFF2	3
PCDH19	3
NOTCH2	3
SLC6A11	3
VAT1L	3
MAOB	3
ABCB4	3
JAKMIP1	3
TRIM77	3
ADCY1	3
ASRGL1	3
FAM178A	3
CNTRL	3
MROH1	3
NECAB1	3
AKAP1	3
OS9	3
ZNF680	3
NKPD1	3
F2	3
GRIN2B	3
LSP1	3
PLCB1	3
NPHS1	3
OR10J5	3
LRFN1	3
KIAA1024	3
DCBLD1	3
ALDH1A1	3
BBS9	3
SEL1L2	3
HMHA1	3
NLRP1	3
ZNF587B	3
PON3	3
C12orf66	3
HTRA1	3
ADAMTS9	3
ADGB	3
NKAPL	3
SCIN	3
ZNF354C	3
SPEG	3
GLUD2	3
ZNF267	3
EDEM1	3
PREX1	3
NYAP2	3
PSTPIP1	3
APBB1	3
GRIN3A	3
B3GAT1	3
DNAJC13	3
GPR158	3
ZFP30	3
NOC4L	3
GLYATL2	3
EPHA8	3
FZD1	3
SBNO2	3
VCPIP1	3
TAF1	3
UTP20	3
HNF4G	3
MORC3	3
WRN	3
PNISR	3
PBX1	3
ZNF420	3
EPHA6	3
ZNF408	3
NLRP11	3
MSN	3
LAMC3	3
RECQL4	3
HIVEP1	3
NCAPD3	3
PSME4	3
PCDHGA6	3
REG3G	3
DDX56	3
PHLPP1	3
ITGA2	3
PML	3
PDZRN3	3
DNER	3
SLC5A4	3
CTTNBP2NL	3
SCYL1	3
STEAP4	3
SNAPC4	3
TET3	3
CLSTN1	3
IFT140	3
ZC3H7A	3
PROB1	3
SOGA3	3
C1orf127	3
ARHGAP31	3
GGNBP2	3
MYH14	3
MTMR3	3
RRBP1	3
OR4C11	3
PARM1	3
THSD7A	3
USP35	3
EXOC4	3
EPHB1	3
FOCAD	3
PCDHB9	3
FSTL1	3
MARCH10	3
POTEC	3
PKDREJ	3
MRGPRF	3
CACNA1B	3
PTPRZ1	3
GABRA4	3
RPL22	3
OCA2	3
NEUROD4	3
HFM1	3
GRHL2	3
PLSCR5	3
CHRNB4	3
OR51A7	3
MUC7	3
TAS2R30	3
MBTD1	3
BPTF	3
AP3B2	3
ADNP	3
JARID2	3
SETD1B	3
KCNA5	3
RGSL1	3
CCBL2	3
SPATA31E1	3
MAGEC3	3
CCNA1	3
TCF12	3
TMEM131	3
EHMT1	3
AZI2	3
SOX17	3
INPP4A	3
FLT3	3
CR2	3
KIF5B	3
SLC7A3	3
VN1R2	3
ANKRD24	3
SNRPN	3
CACNA1I	3
HBE1	3
FRMD1	3
ITGA4	3
C3orf30	3
INPPL1	3
SPHKAP	3
ZNF107	3
HECW2	3
SYDE2	3
LPPR4	3
ALDH8A1	3
SEMA5B	3
PSG4	3
AKAP6	3
ZMYM2	3
PVRL3	3
DDX60	3
ZSCAN20	3
SEC16A	3
CYP2W1	3
ACKR1	3
LCT	3
CNTNAP3	3
CNBD1	3
PRDM15	3
ESRP1	3
DBX1	3
RP11-407N17.3	3
NOL4	3
CYP24A1	3
AFF3	3
CHST6	3
HTR1D	3
DENND2A	3
PCSK6	3
WDR19	3
MAPKBP1	3
OR2M4	3
KIAA1210	3
TTK	3
BEND2	3
SCAF1	3
FBXW5	3
ADAM17	3
KLHL29	3
LANCL1	3
SPG20	3
ZNF84	3
HBP1	3
CDC42BPG	3
EWSR1	3
ZBED4	3
ADAR	3
SOX9	2
GOLGA4	2
DUOX2	2
STRIP2	2
ANKRD23	2
TBC1D15	2
OR4D9	2
GABRA3	2
SLC6A18	2
DNAJA1	2
SUSD1	2
ECSIT	2
ACSBG1	2
B3GAT2	2
ST8SIA3	2
WFIKKN1	2
TAS2R13	2
C7orf72	2
LRRC8D	2
AMER2	2
PLEKHH2	2
MIOX	2
ASIC1	2
TP53BP1	2
KIAA0319L	2
RANBP3	2
PTH1R	2
PDE3B	2
POMZP3	2
PCDHGB2	2
SPDYC	2
MMS19	2
GSG1L	2
SAMM50	2
OR2L8	2
ACADL	2
SLC1A6	2
RPAP2	2
KTN1	2
IL2RG	2
SZT2	2
HIST1H3D	2
OLFM3	2
HIST1H4L	2
KHDRBS3	2
SAMSN1	2
NBPF26	2
ZNF572	2
NELFE	2
SCRN2	2
THBS4	2
TTC14	2
RGS3	2
TRDC	2
SGSM1	2
SMG1	2
PAAF1	2
TCOF1	2
C1orf159	2
NCOA3	2
TRPV1	2
SPG21	2
MARVELD3	2
JMJD7-PLA2G4B	2
CCDC144A	2
RELB	2
CYP1A1	2
PSD2	2
GPC6	2
CADPS2	2
SH3KBP1	2
TMEM26	2
GHR	2
TESC	2
GRIN2A	2
PCDHB1	2
IGHV1-24	2
CLASP2	2
MOV10L1	2
FLVCR2	2
PDCL	2
IRX4	2
ETV5	2
OR14A16	2
FAM153B	2
NLRP5	2
NUP133	2
SPAG5	2
DNAJC2	2
GABRG2	2
CPNE5	2
ISG20	2
KRT81	2
ZNF283	2
PDGFC	2
IGKV2-28	2
CAPS2	2
N4BP2L2	2
SLC5A3	2
MAEL	2
ABI3BP	2
PPOX	2
CDCP2	2
RADIL	2
TRIM8	2
ZNF207	2
KIAA0922	2
RBP3	2
ADCK5	2
PDE4B	2
ICT1	2
SMCR8	2
TCEB3B	2
LILRA6	2
DNAAF5	2
WDR24	2
ZNF565	2
HSP90AA1	2
PCSK5	2
PSAT1	2
POLR3D	2
DCBLD2	2
FMR1NB	2
ZCCHC24	2
CASP8AP2	2
TACC2	2
MEGF10	2
OLIG3	2
SLC9A3R1	2
WDR64	2
STAT5B	2
KCNJ15	2
JAG1	2
PTPRO	2
CAMK1D	2
C12orf40	2
ANO5	2
TMEM254	2
ZNF117	2
ANTXR1	2
ACTR8	2
AGAP6	2
BMP7	2
KY	2
SUN2	2
AMOTL2	2
SYNJ2	2
TRPC5	2
TCF7L1	2
ZNF337	2
STEAP3	2
ZNF829	2
FEM1C	2
SCAMP3	2
CCDC15	2
CHRNA5	2
PPP6R2	2
CASK	2
MPHOSPH9	2
TRIM6	2
KATNAL2	2
PIWIL1	2
PCDHB13	2
NPAS4	2
DNTTIP1	2
AHDC1	2
AQP12A	2
TDRD10	2
ZBTB4	2
GABBR1	2
IGKV1D-8	2
USP36	2
SPRTN	2
FGF5	2
EID2B	2
CACNA1D	2
CARD9	2
ZNF587	2
OR10J3	2
TTBK1	2
HSD3B2	2
C6orf165	2
NCL	2
PDGFRA	2
MSI1	2
DIS3	2
APAF1	2
ADAMTS17	2
PNPLA8	2
RPUSD4	2
DDI1	2
OR2A4	2
ALOX5	2
RBAK	2
COL25A1	2
WDR46	2
SYNM	2
PCDHA2	2
ZNF560	2
ALOX12	2
POLD1	2
ATP11C	2
FEM1B	2
FAM83B	2
MTERF3	2
CASP1	2
STAC2	2
PITRM1	2
RUNDC3B	2
TWIST1	2
C5orf34	2
ABL1	2
KIAA1429	2
ITGAX	2
PDLIM7	2
LRP2BP	2
TIMD4	2
TGOLN2	2
ZNF567	2
ASCC3	2
KCNN3	2
RASGRP3	2
SRSF6	2
FKBP15	2
XPO4	2
CTC-260F20.3	2
FAM186A	2
GATB	2
CALR3	2
KRTAP9-9	2
VRK2	2
ZBTB17	2
KIAA1551	2
FATE1	2
C3AR1	2
ABCF2	2
KCNJ4	2
KIAA1407	2
CTAGE9	2
DOCK5	2
RNASE2	2
FOXD4L6	2
PPARGC1A	2
TAGAP	2
TGFBR3	2
TRIM58	2
OR8D2	2
SWAP70	2
CDC25B	2
ATP9B	2
MAGEB4	2
SNX31	2
STRADA	2
GDPD4	2
DCUN1D5	2
ZNF106	2
ADH7	2
NT5C1B	2
ZNF616	2
HNF1A	2
TNFAIP6	2
PDCD4	2
PLOD2	2
SKIL	2
FGFR4	2
METTL25	2
INVS	2
HDGFL1	2
OR13C3	2
TMEM70	2
HSPB7	2
OR2B2	2
HIST1H1A	2
PCYT1B	2
FZD7	2
URB1	2
VAX1	2
ZKSCAN5	2
PDCD10	2
SNX13	2
TAF7	2
ILK	2
PRAMEF7	2
LMF2	2
NR4A2	2
CASZ1	2
HTR2A	2
ANKRD27	2
PARP10	2
SERINC1	2
ZNF585A	2
RSPO4	2
AKIRIN2	2
KDM1A	2
MAB21L3	2
PCDHGA9	2
DPEP3	2
TBL1XR1	2
YARS2	2
ZNF184	2
ADCY5	2
TBP	2
LRIG3	2
VCX3A	2
DAAM1	2
NUB1	2
ZNF12	2
MTA2	2
PARP4	2
BUD13	2
UTY	2
NUCB1	2
COG4	2
GPRC5C	2
AXIN1	2
ADRBK2	2
SH3PXD2A	2
ZNF446	2
SRRM5	2
TNPO1	2
PHF12	2
NRCAM	2
MYT1	2
UROC1	2
DSN1	2
FNDC3B	2
CHRNA4	2
CDK10	2
CCDC14	2
WWP1	2
DLG4	2
CREBRF	2
RAB11FIP1	2
WASF1	2
VIPAS39	2
ANKRD32	2
ESRRA	2
POLR2B	2
GMPS	2
POTED	2
ARHGAP33	2
IQGAP1	2
CERS5	2
ZDHHC16	2
KDM5A	2
LFNG	2
MYRF	2
PLBD1	2
ZXDB	2
VSIG4	2
MYADM	2
ZDHHC5	2
AWAT1	2
INPP4B	2
TANC2	2
PHTF2	2
PLEKHG3	2
PNMAL1	2
IGFBP3	2
KHNYN	2
PWP1	2
GPALPP1	2
RPH3A	2
ZNF716	2
MAP4K3	2
PELI3	2
APC2	2
SNRNP200	2
SNX29	2
HDAC3	2
PCDHGA1	2
CETN3	2
CUL3	2
GRID1	2
SATL1	2
LAD1	2
NLGN3	2
FZD6	2
RENBP	2
TXNRD3	2
PAH	2
TRAV23DV6	2
DDX28	2
TRAPPC10	2
JSRP1	2
HIST1H4E	2
OR6T1	2
KIF18B	2
OR8K1	2
CEL	2
CEMIP	2
C16orf62	2
DTX2	2
ANXA5	2
LMTK2	2
MAST4	2
SLC35F4	2
ANKMY1	2
AFM	2
STIL	2
NEXN	2
TAF1C	2
N4BP2	2
AOX1	2
KLK12	2
DCTN1	2
PLCXD3	2
UTP14C	2
DAB2IP	2
OR5T3	2
SPTAN1	2
RDH10	2
B4GALT6	2
RASSF2	2
PER3	2
ANGPTL2	2
LEO1	2
FAM120C	2
ADAMTS6	2
SALL4	2
BZW2	2
PTCHD1	2
IGHV4-34	2
FAM129A	2
ERMARD	2
UBTF	2
VTA1	2
TAGLN3	2
CD1D	2
PABPC4L	2
PIGT	2
FTO	2
HAPLN3	2
UAP1L1	2
PACS1	2
OR4K1	2
HS6ST1	2
PAPD5	2
ZNF318	2
GSDMA	2
CYFIP1	2
AHSP	2
IL9R	2
GRID2IP	2
OR10A5	2
ACD	2
ARHGEF35	2
CCDC110	2
ANAPC1	2
CLTC	2
PLEKHM2	2
VWA3A	2
HAX1	2
NDFIP2	2
MCMDC2	2
C3orf70	2
MTMR4	2
METTL4	2
HVCN1	2
LRCH1	2
RTP4	2
KRT15	2
CTD-3074O7.11	2
CCDC102B	2
LEKR1	2
SKAP2	2
PYGM	2
PLEKHA4	2
CPSF2	2
XRCC6	2
RALY	2
ATG7	2
OR51L1	2
OR52J3	2
ZNF382	2
RBM4	2
CUL9	2
CCT5	2
LEPR	2
ZNF707	2
ZC3H4	2
PPP2R5C	2
CHODL	2
CWC22	2
ILF3	2
CORO2B	2
CCDC87	2
NPHP4	2
GPR174	2
SLC24A4	2
HDX	2
HEYL	2
DMTF1	2
ZNF517	2
ANO1	2
ACE	2
ERC2	2
FCN1	2
IFT88	2
SLC18A2	2
C1QC	2
CSTF2T	2
RAB3GAP2	2
PEX2	2
SF3B4	2
ENTPD6	2
LYN	2
GP2	2
APCDD1L	2
PCDHGB6	2
COPS5	2
CCIN	2
TICRR	2
TYR	2
WDR41	2
CCDC80	2
TMC6	2
RBPJ	2
CSRNP3	2
RASAL3	2
UBASH3B	2
OR2M3	2
USP31	2
MOCS1	2
CROCC	2
ENPP4	2
ZNF763	2
BEGAIN	2
VPS41	2
ALLC	2
TLR2	2
LILRB5	2
SLC12A7	2
TTLL9	2
RASGRF1	2
EEA1	2
ZNF655	2
PTPN1	2
NOD1	2
KIF15	2
CCDC112	2
CDK11B	2
PPP1R17	2
COL20A1	2
PYROXD1	2
KIR3DX1	2
TGM3	2
TAAR9	2
CACNG5	2
HIST1H3C	2
FAM198A	2
PKP4	2
SLC29A4	2
DAGLA	2
MIB1	2
FBXO25	2
FIGLA	2
SLC2A12	2
POMGNT2	2
ZMIZ1	2
GTF2IRD1	2
SYT16	2
FAM83F	2
LRTOMT	2
SELP	2
COL9A2	2
VWCE	2
OR5M9	2
TESPA1	2
MACC1	2
AP1G2	2
PRUNE2	2
SIDT1	2
PCDHGC3	2
TUB	2
ZNF462	2
OR7D4	2
DDX50	2
AGXT	2
OR11H4	2
LRRC37B	2
SALL2	2
KCNH3	2
CD109	2
SLIT1	2
ATP1A4	2
STYK1	2
RHPN1	2
SLC6A12	2
GALNT18	2
TTLL10	2
GPR26	2
RRAGB	2
ZNF326	2
OSBPL5	2
TBC1D19	2
EFCAB1	2
IGF1R	2
OR51G2	2
TMPRSS4	2
SEMG2	2
SLFN12	2
GJA1	2
MIEF1	2
RHCG	2
CATSPER1	2
USP17L2	2
BNIP2	2
SERPINB9	2
WDR18	2
IRS4	2
TTPA	2
PLCZ1	2
CPO	2
PIGK	2
UGT1A4	2
LENG9	2
FGF23	2
SNX20	2
MYOF	2
ITGAM	2
UCKL1	2
PLEKHG4B	2
SLC30A5	2
SMURF1	2
SEPHS2	2
ABI3	2
EDNRB	2
OR56B1	2
FBXO7	2
PPFIBP2	2
CAMSAP2	2
ZDHHC8	2
MYBL1	2
NELFCD	2
MS4A10	2
PHC2	2
ALKBH2	2
SNCG	2
ANHX	2
XPO1	2
ZNF28	2
ELK1	2
KIAA0196	2
ZNF143	2
ELAC2	2
LRTM1	2
PLEKHA8	2
SERPINA12	2
TIMELESS	2
BPIFB2	2
CCDC74A	2
CNNM4	2
FSCB	2
CATSPER2	2
TMEM229B	2
CYP11B1	2
NCAPD2	2
YBX2	2
GRIK5	2
SH3TC2	2
TSSC1	2
PRSS12	2
AKAP4	2
DRP2	2
ZNF577	2
TBC1D31	2
PLA2G4E	2
LRGUK	2
SPAG9	2
KCNH6	2
OR5D18	2
ENTHD2	2
PRSS35	2
THEMIS	2
CUL5	2
CLTCL1	2
PCDHB11	2
FAM65A	2
KCNG1	2
DHX38	2
YTHDF2	2
TAPBP	2
RPA4	2
IFIT5	2
ZBED8	2
DNM2	2
PRAMEF1	2
IGKV2D-30	2
UBE3A	2
ZBTB37	2
SLC7A14	2
TH	2
KCNA7	2
DLG5	2
COL17A1	2
ZNF484	2
SLC35E3	2
ZNF836	2
SDCCAG3	2
MLXIPL	2
STON2	2
COG1	2
NLRP9	2
SOX1	2
FAM193B	2
SPOCK3	2
TBX4	2
TVP23B	2
MCPH1	2
NPVF	2
CDH26	2
AGTR2	2
ZNF202	2
TMEM134	2
ADRA1D	2
KIR2DS4	2
FAM47A	2
MOSPD2	2
LCE2C	2
MB21D2	2
ST8SIA5	2
DPRX	2
ACTB	2
SERPINA1	2
ALG6	2
SCNN1A	2
PIWIL3	2
LAMA3	2
ZEB1	2
CCDC37	2
CPNE4	2
TBCD	2
MBD3	2
RFXAP	2
THBD	2
RIN1	2
ARL2BP	2
ADGRD1	2
KLF8	2
CAMTA2	2
CBX8	2
YY1	2
MACROD2	2
HIPK1	2
STK17B	2
OR4D5	2
RALGAPB	2
DTNA	2
IL16	2
AK5	2
AJUBA	2
CCDC151	2
GUF1	2
OR1L1	2
IL4R	2
CEP95	2
KDM4D	2
DDX19A	2
APBB1IP	2
CHRNA2	2
PTCH2	2
CYP39A1	2
MADD	2
ARHGEF16	2
CDC45	2
GAREM	2
CTSH	2
UNC93B1	2
LPCAT2	2
MPO	2
SETD3	2
PRMT5	2
PIK3C2G	2
CIT	2
RAPGEF2	2
SOCS4	2
MAMDC2	2
MAP7D2	2
LCE2B	2
IRX1	2
PKD1L3	2
FHOD1	2
RCVRN	2
PXN	2
FBXL17	2
DPYS	2
GRM5	2
ZNF776	2
GIGYF2	2
DRD2	2
SPOP	2
OR10J1	2
ZNF644	2
CARS	2
AGO4	2
ZNF790	2
KCNJ12	2
TMEM39A	2
LAMB3	2
MMD2	2
SLC38A8	2
SEMA3F	2
SIX6	2
DAZAP1	2
SET	2
ALAS2	2
RRS1	2
EPRS	2
CSNK1A1	2
KRTAP6-1	2
ZBTB12	2
TGFBR1	2
TRAF1	2
CTNNA1	2
GPATCH4	2
CPB1	2
AMY2A	2
HOXC4	2
IQCE	2
MUC5AC	2
PPP2R3B	2
DUSP10	2
EN1	2
SEC31B	2
USP9X	2
DDB1	2
GSK3B	2
OR2K2	2
ALX1	2
AIM1	2
PDLIM2	2
PF4V1	2
NKTR	2
PTPRH	2
ADGRA1	2
AGBL3	2
INADL	2
ANKRD13D	2
OR5AR1	2
OSBPL9	2
NEDD9	2
FNBP1	2
IARS	2
GAB4	2
ZFP37	2
ZKSCAN3	2
C19orf57	2
CCR4	2
CD38	2
DEFB105A	2
MAN2B2	2
IDO2	2
ERAP1	2
USP51	2
GALNT8	2
MYO5A	2
SIN3B	2
TSPYL5	2
CCDC160	2
PCSK2	2
MST1R	2
KIAA0825	2
VPS8	2
TMEM132E	2
FILIP1L	2
CHD4	2
SRPK1	2
FAM189B	2
ADCK2	2
C2CD2	2
TRIO	2
LSM14B	2
UNC13B	2
PPP1R14D	2
SULF1	2
HOOK2	2
NCOA1	2
SPRYD7	2
ITPKB	2
CACNG8	2
SMUG1	2
CD36	2
MED14	2
OR7C2	2
NLE1	2
LRRC16A	2
NARF	2
AMPD2	2
GPAT2	2
C15orf39	2
MRGPRX1	2
TBXA2R	2
BBS7	2
SLC8A2	2
LRRC63	2
MCF2L2	2
LRP6	2
P2RY10	2
FOXN3	2
BRAF	2
EIF4ENIF1	2
PDE1B	2
ZNF410	2
RASGRP1	2
FCRL6	2
CD1C	2
ANKS1A	2
IL5RA	2
ATP13A1	2
COL8A1	2
DPPA4	2
WFDC9	2
PROL1	2
SEC14L2	2
SUSD3	2
STAC	2
ZNF518A	2
ZNF341	2
EIF2AK4	2
RNF20	2
GALNT9	2
SCRIB	2
NBPF14	2
MINK1	2
HOXC9	2
NCAN	2
CSF2RB	2
WDR70	2
DET1	2
GPR139	2
SERPINE2	2
AGL	2
RC3H1	2
CCDC141	2
NHLRC3	2
ELF2	2
CDH5	2
WDR33	2
ZNF134	2
ANGPTL4	2
ACE2	2
EFR3B	2
IQGAP3	2
CFAP97	2
NACAD	2
DDX4	2
ANKRD12	2
BTN2A1	2
HPS6	2
ELAVL2	2
HHLA1	2
PRRG2	2
KIF27	2
FAM13C	2
COL13A1	2
CMA1	2
HS3ST1	2
IGHA1	2
KCNA3	2
ZNF569	2
COLGALT2	2
JPH4	2
OR6N1	2
OR4B1	2
WDR60	2
IFFO1	2
NVL	2
DGCR6L	2
TXNRD1	2
ACVRL1	2
KRT73	2
FMNL3	2
CRYZL1	2
UCP3	2
FAM91A1	2
GPR87	2
FUCA2	2
ZNF175	2
UBXN4	2
SRRM4	2
CHRM4	2
PSG7	2
OR4Q3	2
TTC39A	2
OR4K13	2
LMBRD1	2
HIST1H3F	2
OR2J3	2
ETV3	2
SLC45A1	2
CTR9	2
MAPK8IP3	2
MAGED1	2
NUTM2G	2
SLC17A2	2
MUC12	2
ABCA8	2
SAP18	2
RAG1	2
FUT9	2
WDR43	2
HIST1H4K	2
PTCHD3	2
FUBP1	2
KRTAP5-7	2
HAS1	2
ADRA1A	2
WNT5B	2
LRRC55	2
SCAF4	2
CLN6	2
MAGEB2	2
PHF21A	2
NBPF10	2
ESR1	2
TCF20	2
OR2L13	2
PCED1B	2
MPG	2
COMP	2
C11orf63	2
OPLAH	2
PLSCR1	2
SLC7A2	2
TRAPPC8	2
NR1D2	2
MCM3	2
SLC44A3	2
USP33	2
FAM124A	2
DOPEY2	2
KLKB1	2
STAMBP	2
SPATA17	2
SNX25	2
ZBED1	2
SYT17	2
BAMBI	2
JPH3	2
ACTRT2	2
MFRP	2
RAN	2
PNPLA7	2
HNRNPU	2
THADA	2
GALR2	2
ANXA4	2
PHF1	2
PDE2A	2
TOB1	2
CCDC130	2
RHBDF2	2
JMJD8	2
SCN4A	2
NAALADL2	2
DUS3L	2
OR10H5	2
ADORA1	2
PSG11	2
ZHX3	2
EPHA10	2
F11	2
SLC22A2	2
TRIM50	2
ZMYND19	2
FN1	2
RTN2	2
CP	2
TPX2	2
LRP11	2
DSE	2
AKT1S1	2
ATF7	2
L1CAM	2
CCDC18	2
TGDS	2
IGKV3D-11	2
MED23	2
TBL3	2
MTTP	2
AMIGO3	2
LRSAM1	2
SP2	2
RIPK4	2
TTC7B	2
OR10A2	2
EAF2	2
PCDHB6	2
HIST1H1C	2
PSMD3	2
LRRC8C	2
NOC2L	2
DDR2	2
VN1R1	2
CD244	2
FGF3	2
PTOV1	2
TRIM66	2
HELZ2	2
CCNK	2
GGT5	2
NBPF15	2
CREB3L1	2
DHX57	2
PLCD3	2
PELP1	2
BOD1	2
MYEF2	2
THAP4	2
MYH11	2
UBAC1	2
SVIL	2
CEP250	2
DCP1A	2
ZFYVE26	2
CASD1	2
PLXDC1	2
PTPRK	2
SLC22A24	2
MTHFD1L	2
NAB2	2
MGAT4B	2
SLC2A14	2
ACAT1	2
PRLR	2
ZNF620	2
PHF20L1	2
GBP7	2
MS4A14	2
SGCG	2
USP9Y	2
SLC39A7	2
MAGEC2	2
GCNT1	2
PON2	2
INO80	2
OR8K3	2
IGHV3-21	2
ARRDC2	2
NHS	2
EPOR	2
AVPR1A	2
MAT2B	2
DHODH	2
CILP2	2
GTF2IRD2B	2
CDAN1	2
IRAK1	2
SYNPO2L	2
CCDC62	2
CC2D1A	2
GSTK1	2
DRGX	2
C17orf78	2
CAPRIN2	2
DAP3	2
DCANP1	2
TRIM55	2
MPP2	2
TAAR5	2
PRDM1	2
DLG1	2
FOXA1	2
THRA	2
OR5T1	2
HKDC1	2
ARHGAP19	2
EVA1A	2
GPR141	2
C14orf37	2
ADAM20	2
CAMK2B	2
KRT9	2
NBN	2
MBL2	2
CUL1	2
DCAF6	2
C12orf43	2
KAT2A	2
PITPNM1	2
DSG2	2
SPATA31A7	2
HMOX1	2
OR4A47	2
HP1BP3	2
MYLK2	2
RBM15	2
AXDND1	2
CLP1	2
PKN2	2
GLCE	2
ITIH2	2
POT1	2
PHACTR3	2
ZSWIM6	2
CSNK1E	2
STAG1	2
ENAH	2
TMEM176B	2
RAD54L2	2
PRAMEF11	2
PPP4R1	2
OR1C1	2
MDFIC	2
ESRP2	2
FOXO3	2
COL4A5	2
CCDC132	2
BLK	2
PPP1R37	2
NUTM2F	2
PCGF2	2
LILRA1	2
ZNF543	2
CCDC34	2
CD46	2
HIST2H2BF	2
FOXI2	2
ITCH	2
ADHFE1	2
XPO5	2
CXorf67	2
TRIM31	2
RBBP7	2
WASF3	2
AP5B1	2
PALD1	2
C21orf91	2
FSTL4	2
PTPRN2	2
ZNF385A	2
ZNF467	2
KIF14	2
TNPO3	2
CRYBB1	2
MFAP1	2
ACTN4	2
TDP1	2
FLYWCH1	2
CEP85L	2
HRC	2
ZNF480	2
SLC9A3	2
CPSF3L	2
ASIC2	2
TMPO	2
LGR5	2
SERPINA7	2
SIGLEC11	2
CLUH	2
MSS51	2
TLE4	2
TNFRSF25	2
SAE1	2
PADI1	2
KCND3	2
HEATR5A	2
TMPRSS5	2
NAP1L4	2
MTNR1B	2
CCDC40	2
KLRC4-KLRK1	2
CAPN15	2
PTCHD4	2
SDHD	2
