ID	TCGA_TCGA-LN-A7HZ	TCGA_TCGA-V5-A7RC	TCGA_TCGA-R6-A6L4	TCGA_TCGA-LN-A49O	TCGA_TCGA-R6-A8W5	TCGA_TCGA-LN-A9FQ	TCGA_TCGA-LN-A49P	TCGA_TCGA-LN-A9FR	TCGA_TCGA-LN-A4A8	TCGA_TCGA-IG-A4QS	TCGA_TCGA-L5-A8NM	TCGA_TCGA-LN-A7HV	TCGA_TCGA-VR-A8EZ	TCGA_TCGA-IG-A3YC	TCGA_TCGA-Z6-AAPN	TCGA_TCGA-LN-A49W	TCGA_TCGA-L5-A8NE	TCGA_TCGA-Z6-A9VB	TCGA_TCGA-L5-A8NV	TCGA_TCGA-R6-A6Y0	TCGA_TCGA-IG-A625	TCGA_TCGA-R6-A6XQ	TCGA_TCGA-2H-A9GG	TCGA_TCGA-2H-A9GN	TCGA_TCGA-VR-A8EX	TCGA_TCGA-IG-A5S3	TCGA_TCGA-Z6-A8JD	TCGA_TCGA-2H-A9GQ	TCGA_TCGA-LN-A9FO	TCGA_TCGA-L5-A8NJ	TCGA_TCGA-IG-A7DP	TCGA_TCGA-VR-A8EQ	TCGA_TCGA-LN-A49S	TCGA_TCGA-LN-A8HZ	TCGA_TCGA-VR-A8EW	TCGA_TCGA-LN-A49X	TCGA_TCGA-R6-A6DN	TCGA_TCGA-IG-A5B8	TCGA_TCGA-LN-A7HW	TCGA_TCGA-L5-A8NH	TCGA_TCGA-L5-A88T	TCGA_TCGA-VR-A8EO	TCGA_TCGA-L5-A4OE	TCGA_TCGA-JY-A6FA	TCGA_TCGA-2H-A9GJ	TCGA_TCGA-L5-A4OU	TCGA_TCGA-Z6-A8JE	TCGA_TCGA-Q9-A6FW	TCGA_TCGA-R6-A8WC	TCGA_TCGA-V5-AASW	TCGA_TCGA-RE-A7BO	TCGA_TCGA-ZR-A9CJ	TCGA_TCGA-L5-A4OT	TCGA_TCGA-IG-A6QS	TCGA_TCGA-LN-A5U6	TCGA_TCGA-XP-A8T6	TCGA_TCGA-KH-A6WC	TCGA_TCGA-L5-A893	TCGA_TCGA-JY-A6FG	TCGA_TCGA-VR-AA4D	TCGA_TCGA-S8-A6BW	TCGA_TCGA-IG-A3YA	TCGA_TCGA-LN-A4MQ	TCGA_TCGA-L5-A4OP	TCGA_TCGA-L5-A891	TCGA_TCGA-L5-A4OM	TCGA_TCGA-LN-A7HX	TCGA_TCGA-2H-A9GL	TCGA_TCGA-LN-A4A4	TCGA_TCGA-JY-A6FE	TCGA_TCGA-JY-A6FH	TCGA_TCGA-R6-A8WG	TCGA_TCGA-L5-A8NT	TCGA_TCGA-L5-A4OH	TCGA_TCGA-L5-A8NI	TCGA_TCGA-L5-A8NQ	TCGA_TCGA-VR-A8ET	TCGA_TCGA-L5-A43J	TCGA_TCGA-2H-A9GR	TCGA_TCGA-L5-A8NU	TCGA_TCGA-L5-A4OX	TCGA_TCGA-L5-A8NS	TCGA_TCGA-L7-A6VZ	TCGA_TCGA-LN-A49Y	TCGA_TCGA-VR-AA7I	TCGA_TCGA-LN-A5U7	TCGA_TCGA-JY-A93D	TCGA_TCGA-R6-A6XG	TCGA_TCGA-L5-A4OW	TCGA_TCGA-JY-A6FB	TCGA_TCGA-JY-A938	TCGA_TCGA-2H-A9GO	TCGA_TCGA-L5-A4OI	TCGA_TCGA-2H-A9GI	TCGA_TCGA-L7-A56G	TCGA_TCGA-XP-A8T8	TCGA_TCGA-LN-A4A1	TCGA_TCGA-JY-A93F	TCGA_TCGA-LN-A7HY	TCGA_TCGA-LN-A4A9	TCGA_TCGA-L5-A8NN	TCGA_TCGA-2H-A9GK	TCGA_TCGA-JY-A93E	TCGA_TCGA-L5-A8NF	TCGA_TCGA-IG-A97I	TCGA_TCGA-L5-A8NR	TCGA_TCGA-VR-AA4G	TCGA_TCGA-VR-A8Q7	TCGA_TCGA-LN-A8I0	TCGA_TCGA-VR-A8EU	TCGA_TCGA-LN-A4A3	TCGA_TCGA-VR-A8EP	TCGA_TCGA-L5-A4OJ	TCGA_TCGA-L5-A4OG	TCGA_TCGA-V5-AASX	TCGA_TCGA-S8-A6BV	TCGA_TCGA-L5-A4ON	TCGA_TCGA-IC-A6RF	TCGA_TCGA-IG-A3QL	TCGA_TCGA-VR-A8ER	TCGA_TCGA-L5-A8NL	TCGA_TCGA-LN-A8I1	TCGA_TCGA-LN-A9FP	TCGA_TCGA-L5-A43C	TCGA_TCGA-V5-A7RE	TCGA_TCGA-L5-A88S	TCGA_TCGA-LN-A4A5	TCGA_TCGA-IG-A3I8	TCGA_TCGA-V5-A7RB	TCGA_TCGA-L5-A8NG	TCGA_TCGA-M9-A5M8	TCGA_TCGA-L5-A4OS	TCGA_TCGA-IC-A6RE	TCGA_TCGA-L5-A88V	TCGA_TCGA-LN-A49M	TCGA_TCGA-VR-A8EY	TCGA_TCGA-JY-A93C	TCGA_TCGA-L5-A88W	TCGA_TCGA-R6-A6KZ	TCGA_TCGA-2H-A9GF	TCGA_TCGA-JY-A6FD	TCGA_TCGA-IG-A8O2	TCGA_TCGA-IG-A4P3	TCGA_TCGA-LN-A49U	TCGA_TCGA-2H-A9GH	TCGA_TCGA-LN-A5U5	TCGA_TCGA-IG-A50L	TCGA_TCGA-IG-A3YB	TCGA_TCGA-JY-A939	TCGA_TCGA-L5-A43E	TCGA_TCGA-IG-A97H	TCGA_TCGA-2H-A9GM	TCGA_TCGA-L5-A4OO	TCGA_TCGA-L5-A8NW	TCGA_TCGA-L5-A88Y	TCGA_TCGA-R6-A6DQ	TCGA_TCGA-L5-A88Z	TCGA_TCGA-IG-A51D	TCGA_TCGA-R6-A8W8	TCGA_TCGA-L5-A8NK	TCGA_TCGA-V5-AASV	GSE13898_GSM349960	GSE13898_GSM349961	GSE13898_GSM349962	GSE13898_GSM349963	GSE13898_GSM349964	GSE13898_GSM349965	GSE13898_GSM349966	GSE13898_GSM349967	GSE13898_GSM349968	GSE13898_GSM349969	GSE13898_GSM349970	GSE13898_GSM349971	GSE13898_GSM349972	GSE13898_GSM349973	GSE13898_GSM349974	GSE13898_GSM349975	GSE13898_GSM349976	GSE13898_GSM349977	GSE13898_GSM349978	GSE13898_GSM349979	GSE13898_GSM349980	GSE13898_GSM349981	GSE13898_GSM349982	GSE13898_GSM349983	GSE13898_GSM349984	GSE13898_GSM349985	GSE13898_GSM349986	GSE13898_GSM349987	GSE13898_GSM349988	GSE13898_GSM349989	GSE13898_GSM349990	GSE13898_GSM349991	GSE13898_GSM349992	GSE13898_GSM349993	GSE13898_GSM349994	GSE13898_GSM349995	GSE13898_GSM349996	GSE13898_GSM349997	GSE13898_GSM349998	GSE13898_GSM349999	GSE13898_GSM350000	GSE13898_GSM350001	GSE13898_GSM350002	GSE13898_GSM350003	GSE13898_GSM350004	GSE13898_GSM350005	GSE13898_GSM350006	GSE13898_GSM350007	GSE13898_GSM350008	GSE13898_GSM350009	GSE13898_GSM350010	GSE13898_GSM350011	GSE13898_GSM350012	GSE13898_GSM350013	GSE13898_GSM350014	GSE13898_GSM350015	GSE13898_GSM350016	GSE13898_GSM350017	GSE13898_GSM350018	GSE13898_GSM350019	GSE13898_GSM350020	GSE13898_GSM350021	GSE13898_GSM350022	GSE13898_GSM350023	GSE13898_GSM350024	GSE13898_GSM350025	GSE13898_GSM350026	GSE13898_GSM350027	GSE13898_GSM350028	GSE13898_GSM350029	GSE13898_GSM350030	GSE13898_GSM350031	GSE13898_GSM350032	GSE13898_GSM350033	GSE13898_GSM350034	GSE13898_GSM350035	GSE13898_GSM350036	GSE13898_GSM350037	GSE13898_GSM350038	GSE13898_GSM350039	GSE13898_GSM350040	GSE13898_GSM350041	GSE13898_GSM350042	GSE13898_GSM350043	GSE13898_GSM350044	GSE13898_GSM350045	GSE13898_GSM350046	GSE13898_GSM350047	GSE13898_GSM350048	GSE13898_GSM350049	GSE13898_GSM350050	GSE13898_GSM350051	GSE13898_GSM350052	GSE13898_GSM350053	GSE13898_GSM350054	GSE13898_GSM350055	GSE13898_GSM350056	GSE13898_GSM350057	GSE13898_GSM350058	GSE13898_GSM350059	GSE13898_GSM350060	GSE13898_GSM350061	GSE13898_GSM350062	GSE13898_GSM350063	GSE13898_GSM350064	GSE13898_GSM350065	GSE13898_GSM350066	GSE13898_GSM350067	GSE13898_GSM350068	GSE13898_GSM350069	GSE13898_GSM350070	GSE13898_GSM350071	GSE13898_GSM350072	GSE13898_GSM350073	GSE13898_GSM350074	GSE13898_GSM350075	GSE13898_GSM350076	GSE13898_GSM350077
METTL3	6.280553	5.863638	4.892639	6.039302	6.048676	5.181285	5.528119	6.004599	6.580565	5.105825	5.920147	5.080518	5.549992	5.325413	5.481459	6.196697	5.020967	5.843932	5.204237	5.155125	5.723954	4.845969	5.403643	5.444847	5.309018	5.989936	6.494844	6.374447	6.235128	5.385868	5.123599	4.983593	5.183788	6.006134	5.276036	5.855136	5.251372	5.358368	6.055784	6.011911	5.051272	5.480057	5.069515	5.980708	5.514277	5.392215	7.098539	4.633758	6.888362	5.425815	5.245436	5.901392	5.57081	6.090689	5.730339	5.419606	4.749689	5.538632	4.863769	6.512435	5.908045	5.984795	6.338978	5.446328	5.415307	6.309298	5.661668	5.905601	6.886664	5.894028	5.795818	6.091984	5.778257	5.923109	5.39681	5.314156	4.943875	6.620233	5.425009	4.901432	6.513812	5.883279	5.361032	5.422508	6.381433	6.070277	5.716948	5.425696	5.644937	5.446294	6.232907	5.316879	5.690595	5.383113	5.112901	5.729564	6.123604	5.509958	6.047342	5.490502	6.712486	5.284853	5.796769	5.204723	6.355315	5.59852	5.6307	5.300914	5.444108	4.937553	5.546609	5.659867	5.743297	5.248396	5.821343	5.278349	5.518845	5.517372	5.041842	5.283676	6.1483	6.111086	5.578611	5.576169	5.849064	4.946931	6.141972	6.775883	5.769591	6.159919	4.61689	6.254507	5.442148	5.786822	5.675415	5.924312	6.522386	5.890283	5.725729	5.97114	4.950617	6.303271	5.454682	6.616309	5.986874	6.212717	5.915028	5.80061	4.911331	6.638398	5.489587	5.540977	5.499701	5.569887	4.666044	5.052325	5.231281	6.054765	6.129387	5.289275	5.739048	5.958364	5.812624	5.650516	6.087193	5.841552	5.666783	5.665203	6.1108407	5.878318	5.773064	5.943301	5.752165	5.831929	5.891439	5.94561	5.813502	5.895009	5.622057	5.461147	5.967043	5.884749	6.145281	5.748784	5.615565	5.942132	5.954974	5.873953	5.634362	5.485878	5.460663	4.895385	5.648395	5.276449	5.224105	5.817401	6.0504246	5.414567	5.464791	5.040267	5.420373	5.469397	5.8352066	5.236823	5.14337	5.690813	5.53788	5.651056	5.192882	5.802195	6.076893	6.964799	6.214743	5.40455	6.098349	5.616118	5.596313	5.612518	6.0386	5.55129	6.080329	5.637606	6.181938	5.519026	5.917598	5.701034	5.742787	5.558626	5.714035	5.452959	5.825486	5.857355	6.583485	6.817044	6.831294	6.41828	5.277212	5.915494	5.847951	6.180393	6.1407495	5.777235	6.207921	5.721643	5.680094	5.9259843	5.604769	6.11792176	5.7547558	5.791159	5.55468991	6.1935254	3.7453576	4.697992	4.942359	5.912986	5.25161	5.691558	6.028265	5.6598637	5.7640698	5.378161	5.561579	6.085649	5.672006	5.836108	5.653661	6.039891	6.016528	3.7428997	5.662579	4.251645	4.705507	5.220275	6.0724868	5.546756	3.453809	4.679552	5.810528
WTAP	5.8318	5.451458	5.751758	6.521937	5.696468	5.911855	5.95969	6.221704	6.578554	5.816153	6.052812	6.496586	6.187064	5.524463	6.398547	6.137704	5.76309	5.94522	5.244133	5.489442	5.728874	5.590522	5.203199	6.276531	5.536118	6.639339	5.7565	6.129308	7.196767	5.462289	5.760196	5.347168	5.827707	5.731134	6.49284	5.985594	5.432361	5.865766	5.698931	5.949292	5.404927	6.556056	6.111651	5.996972	5.804166	6.237947	6.064206	5.900659	5.566056	5.524884	5.672102	6.015773	6.106123	6.293323	6.242868	5.636036	5.195078	5.811638	4.991138	5.449022	6.24508	6.1047	5.876152	6.095163	5.797367	6.391428	5.731099	6.045965	5.666472	5.715438	5.418984	5.659016	5.827469	5.942915	6.125615	5.569554	5.505187	5.283381	5.367731	5.400198	6.043579	5.824226	6.322611	5.734444	6.182093	5.936432	5.845093	5.483985	5.969103	6.058038	5.547577	5.764602	5.957907	5.97846	6.185791	6.254631	5.594236	5.40532	6.157378	6.294349	5.927638	6.189823	5.700642	5.88447	6.195771	5.742598	6.381664	6.042137	5.774496	6.202747	5.857598	5.714054	5.952024	5.818972	5.93157	5.863808	6.44125	5.856367	5.898337	5.987374	6.046734	6.829922	5.943384	5.908177	5.689073	6.069639	5.744621	6.501938	5.556642	5.908745	5.694265	5.853762	5.51753	5.743908	5.951633	5.81773	5.440094	5.683266	5.941104	5.292045	6.386923	5.372241	6.141399	5.929308	6.208394	6.382689	6.187549	5.241603	5.528335	5.448351	5.97927	6.047498	5.800068	5.461094	5.186363	5.984575	5.085491	6.347139	5.860746	5.755833	5.84265	6.072219	6.330849	6.111552	6.132876	6.458044	6.336974	6.29266	5.9310659	6.142003	6.169421	6.139781	6.183574	6.240876	6.041271	6.141391	6.11715	5.744362	6.319569	5.873751	6.35584	6.161849	5.908902	6.374261	5.922864	6.111822	6.175377	6.325756	6.267754	6.042014	5.895221	5.77492	5.99564	5.944464	5.831253	5.791609	5.926813	5.763204	6.051112	5.788467	5.8883	5.791609	5.8130236	5.947176	6.025034	5.795219	4.977321	5.802067	6.317505	6.012933	5.969001	6.010011	5.650854	5.8103	5.840998	6.124921	5.993501	5.998884	5.946069	6.01396	5.973997	6.064098	5.651019	5.744671	6.245659	5.605395	5.828407	6.040064	5.619562	5.66586	6.16125	5.997756	5.649881	6.065496	5.890969	5.265373	5.840288	5.472141	5.802216	5.630573	5.8848012	6.0224396	5.90106	5.978619	5.742674	5.3649331	5.560365	5.91256133	6.3642364	5.787812	6.04895442	5.5288746	5.3104109	5.321493	5.568264	5.656411	5.444788	6.017646	5.558563	5.3849125	5.0277778	5.721183	5.888654	5.706235	5.869343	5.724261	6.443461	5.679273	5.786079	4.6940683	5.804223	5.010223	7.201256	5.923774	5.759931	5.411504	5.158503	5.199645	5.90455
ZC3H13	5.838956	6.418879	6.06628	5.413461	6.164811	6.326263	5.915384	6.238249	6.622076	5.811175	5.48591	5.296683	4.964509	6.4245	6.372199	6.227431	5.648634	5.915876	6.049387	5.144886	6.084206	5.383805	6.491369	5.365863	5.158858	6.704888	6.021149	7.130161	5.374436	5.650171	5.575131	4.791386	5.404618	5.397165	5.830454	6.436607	6.203219	5.833473	6.519789	5.99614	5.534795	5.956935	5.66426	5.148911	5.1969	5.936722	6.373384	5.874515	5.646617	5.914994	5.358848	6.008172	6.188925	4.968012	6.32072	6.030578	4.788648	5.168614	5.059091	7.278967	6.076096	5.69895	6.276019	6.828776	5.202326	6.349612	4.313079	6.632408	6.407524	6.76713	6.199805	5.925027	6.724389	6.042083	5.654149	4.856655	5.548668	5.898547	6.175884	5.560602	6.292906	6.129253	5.237529	6.671543	6.133949	6.849298	6.261803	6.014938	6.488935	5.313135	6.176295	5.633839	5.953003	6.390517	5.851626	5.370876	5.953599	5.784934	5.500048	6.138227	6.161579	5.1508	6.005855	6.437149	6.022417	6.320602	6.208924	5.847976	5.446212	5.337267	6.064206	5.396064	5.810169	6.435535	6.116398	6.498414	5.766463	5.660411	5.664436	5.749369	5.665918	5.295391	6.264471	6.099172	5.427048	5.623389	6.484057	6.739309	6.04407	6.283314	6.499073	6.19255	6.152479	6.317454	5.591847	4.590118	6.047872	5.489412	6.745709	5.068766	4.835554	5.864554	6.237142	6.532954	6.508763	6.174398	6.095653	4.948836	5.587332	6.500688	6.465948	5.967547	6.40939	5.569539	5.296884	5.734389	5.923775	5.421482	6.012409	6.026481	5.988468	5.751797	6.036569	5.839275	5.778299	5.690753	5.71473	5.894203	5.3285446	5.741433	5.809531	5.757637	5.907409	5.966881	5.879569	5.888358	6.046732	5.773849	5.732158	5.993698	5.898657	5.855149	5.855214	5.810997	5.683186	5.634625	6.083886	6.045216	5.864783	5.88745	5.962977	6.008671	5.753741	5.678175	5.657428	5.900329	5.7600366	5.662119	5.761122	5.820396	5.716583	5.600868	5.7496124	5.803212	6.031363	5.55189	6.945828	6.184417	6.962614	5.844948	5.987878	5.488717	5.722399	5.928141	5.848384	6.223379	5.544155	5.958686	5.698836	5.897629	5.641253	5.964836	5.903928	5.730752	5.718398	5.88196	5.765175	5.789783	5.727563	6.723556	5.898551	5.81716	5.492346	5.600717	5.751398	5.529726	5.48335	5.540301	5.66609	5.550707	5.6422377	6.4178605	5.688109	6.028933	5.586143	5.6532235	5.660222	5.43915181	5.4359537	5.607524	5.70701784	5.7876034	5.8975348	5.874784	6.068176	5.647763	5.720725	5.741702	5.696267	5.5918265	6.1170007	5.794677	5.96016	5.7888	5.467041	5.834875	6.135231	5.788132	5.591507	9.0411101	5.563962	8.005459	8.527972	5.660414	5.6511404	6.188402	7.448477	5.965658	5.925871
RBM15	5.183895	6.544749	5.598974	6.685562	7.12586	6.141736	6.180627	6.265183	6.800883	5.774414	6.518957	5.462559	5.565306	5.315574	5.676179	6.185591	6.104415	5.923968	5.818169	5.133737	6.118829	5.410867	5.460138	7.062144	5.654223	6.849933	6.341002	6.139863	7.087143	6.175295	5.959559	6.144241	5.731162	6.076644	6.218551	6.53949	6.040656	5.140487	5.973543	6.505578	5.52661	6.763715	6.547848	6.54558	6.98074	6.432536	6.33094	5.836848	6.755796	6.404101	5.969533	6.094872	6.708004	6.113176	6.325746	6.007051	4.735311	6.356821	4.645516	5.990601	6.179273	6.56916	6.919822	6.907339	6.155558	7.130725	6.849362	6.858682	5.615226	5.726021	6.865466	6.839719	5.721206	6.602063	5.832847	5.203406	5.454069	6.21775	5.690395	5.462474	7.01357	6.332287	6.383163	5.96266	5.7368	6.670449	6.373285	6.091746	6.020582	6.681715	6.501985	5.955098	6.265112	5.451907	6.020136	6.302202	5.651413	5.251992	5.606305	5.52589	6.451147	6.439833	6.293277	6.807629	6.19979	6.515591	6.464142	6.158291	5.017111	6.320795	5.97761	6.283811	6.635878	5.846353	6.195432	6.070482	6.48141	6.085491	5.591087	6.049535	6.231645	5.098369	6.157749	5.509561	5.994066	5.733553	6.683085	6.752779	6.422119	6.190384	6.120077	6.097732	5.934371	5.988703	5.649496	6.180966	6.070884	5.73163	6.152298	6.952334	6.575858	5.570113	6.094622	6.288137	6.614202	5.753314	6.023859	5.522216	5.834107	6.468737	5.847436	5.943994	6.003815	6.054182	5.397784	5.925537	5.45617	7.033952	6.419946	5.73267	6.082399	5.822441	5.752365	6.071545	6.36214	5.396281	6.143794	5.782255	6.1574095	5.67433	5.516725	5.949719	5.915156	5.496625	5.836679	5.688046	5.806535	6.107167	5.616857	5.939596	5.714753	5.611876	5.737276	5.763934	6.123617	5.766186	5.698204	5.843818	5.67582	6.163036	5.903338	6.099577	6.060354	6.125716	6.201725	6.745574	6.073687	6.325628	6.453252	6.989898	6.08429	6.073417	6.189718	6.137754	6.838902	5.991256	6.296721	6.009827	6.648876	5.992172	6.694673	6.088426	5.708697	6.17179	5.94353	6.073687	6.14525	6.662712	6.232346	6.279887	5.844621	5.899281	6.818509	6.334847	5.5948	6.522199	5.996291	5.897929	6.526125	5.804951	5.98615	6.015896	6.503564	6.394052	6.270233	6.257036	6.775665	5.902001	6.59378	6.257036	7.5721098	7.9529544	6.060354	6.106899	6.189096	6.9735484	5.893847	7.07598192	6.4313984	6.631414	6.3409389	6.1577416	5.6865463	6.852646	5.606781	6.24884	6.357274	6.299507	5.995243	6.5183323	5.683256	6.162132	7.092581	6.211585	6.322485	5.635949	5.754172	5.781	6.016412	5.9653455	6.310183	5.569752	3.879193	6.325628	6.6258889	6.018126	4.071145	6.366454	6.229597
RBM15B	6.246043	7.079893	5.665559	6.393485	6.74223	6.529012	5.572581	6.552815	6.767256	4.798613	6.461393	6.309906	6.224513	5.929205	6.055594	6.083892	6.395293	6.149417	5.94628	6.514912	6.781778	6.598758	5.651511	6.67431	6.573853	6.594356	6.426941	6.508916	6.304938	6.582497	6.130668	6.859989	6.068481	6.411451	6.369549	6.472777	6.563574	5.196906	6.578489	6.881844	6.510879	6.761426	6.603181	6.904191	6.877593	5.903095	5.767397	6.226131	7.374156	6.642578	5.703028	5.910149	6.286258	5.988993	6.414204	6.479693	6.016889	6.809669	6.181976	5.72225	6.487684	6.715018	6.203905	5.748718	7.291287	6.28923	6.740233	5.433513	6.216272	7.036415	7.39918	6.416897	6.064858	6.517787	6.607282	6.474447	5.440183	5.498893	5.809915	5.691441	6.248214	6.26984	6.83643	5.895079	6.280467	6.724144	6.056064	6.131137	6.238223	6.742251	6.959094	4.980431	6.532027	5.549622	6.577689	6.439051	5.335453	6.675384	6.370629	6.110706	6.87472	6.42939	6.52431	5.898391	5.646295	5.952314	5.958302	6.423643	5.641635	6.439732	5.985028	6.848796	6.211549	6.084895	6.94678	5.269049	6.169372	7.133837	6.601426	6.177161	6.406666	5.729261	6.2429	6.035751	6.920257	6.272066	6.2966	6.534212	6.226877	6.302814	6.200499	6.836585	5.922051	7.262057	5.77001	5.996085	6.032592	6.967776	6.719139	7.21918	6.229097	7.405625	6.119931	6.495466	6.752213	5.692584	6.597667	5.710205	5.903758	6.716152	5.85131	6.66083	6.170857	6.33199	6.002633	5.85248	6.237931	6.724432	6.685522	6.084827	6.995868	6.710071	6.668329	6.424676	6.761844	6.436624	6.171412	6.810935	6.8665436	7.027536	6.950493	6.81112	6.86386	6.829174	7.052983	6.9501	6.845286	6.537602	6.618279	6.895421	6.713997	6.440217	6.70326	6.794057	6.813548	6.705872	6.984527	6.906268	6.649829	6.27822	6.562746	6.170933	6.629	6.336175	6.74014	6.762031	6.4366242	6.41007	6.651994	5.860142	6.415463	6.418557	6.6058233	6.448362	5.860534	6.162371	6.172106	6.503286	6.116004	6.778969	6.329115	6.190285	6.267678	6.11022	5.993323	6.886625	5.567781	5.973009	6.010216	6.19559	6.371489	6.393106	6.360115	6.042018	6.455915	6.418208	6.445317	6.418926	5.678591	6.164754	6.732627	6.777143	5.807013	6.263851	6.203052	5.661686	6.130328	6.666963	5.836099	6.231326	5.9981344	6.0213377	6.832625	5.677765	5.704603	5.6512208	6.729971	5.90253765	5.8640284	6.477707	5.88331911	6.3748387	4.7911791	5.487568	6.790291	5.934328	6.218555	6.142321	6.364981	5.7098928	6.4698513	6.311383	6.510713	6.669728	6.315252	5.52719	6.213539	6.251903	6.0772	4.8106307	5.917512	5.952774	4.474392	6.697473	6.9220693	5.656664	4.983318	6.267823	6.95896
YTHDC1	6.287935	7.056055	6.183099	6.628295	6.306525	6.733055	6.532934	6.484099	7.134467	6.11175	6.510971	6.282555	6.259304	6.212027	6.180613	6.428388	6.295738	6.924102	6.714092	6.075345	6.710798	5.800719	6.459148	6.337181	6.382928	7.521109	6.449989	7.230219	6.471678	6.159178	6.154635	5.978412	6.755842	6.13192	7.327867	7.187506	6.187371	6.01225	6.21785	6.401597	6.035364	7.097712	6.543726	7.049466	6.601842	6.539968	7.138156	6.727913	6.467693	6.362186	5.708468	6.445501	6.56587	6.458845	6.590819	6.459337	6.143431	6.327256	5.559431	6.653783	6.332601	7.02694	6.592078	6.542196	5.862411	7.320712	6.722417	6.946884	6.978085	5.768468	6.336212	6.905768	6.638832	6.526309	6.470088	5.869069	6.026161	7.056059	6.153601	6.071319	6.239906	7.086524	6.016515	6.62407	6.330209	6.596945	6.8028	6.036441	6.302899	5.970933	6.773556	5.789084	6.448649	6.135582	6.62736	7.098249	5.958604	6.369357	6.658441	7.347676	6.738846	6.355189	6.653236	6.850819	7.113365	6.395327	7.410876	6.127653	6.166354	6.121995	6.501117	6.293295	6.465842	6.401121	6.506013	6.628914	6.861581	6.227331	6.297552	6.611843	6.391422	6.573099	6.827873	6.047619	6.175998	5.840192	7.104065	6.941147	6.393326	6.492195	6.616392	6.219857	6.175016	6.212462	5.974386	6.247989	6.488155	5.830082	6.709602	6.457984	6.345584	6.853598	6.752158	6.233272	6.483876	6.253542	6.797004	6.406009	6.034339	6.628822	6.683939	7.078786	6.666016	6.673192	5.866022	5.900134	6.381748	6.550574	6.473678	6.545043	6.442078	6.723525	7.171948	7.247701	6.671424	7.299496	7.084216	6.858253	6.6676615	6.532261	6.627472	6.445277	6.470969	6.472241	6.545893	6.698867	6.770451	6.294205	6.64627	6.303211	6.317948	6.682516	6.463541	6.336675	6.45462	6.764886	6.633031	6.679235	6.616605	6.594505	6.320597	6.660478	6.20762	6.261648	6.279294	6.178717	6.1440448	6.315965	6.218128	6.592987	6.192701	6.298109	6.0138302	6.329218	6.631727	6.327705	6.855664	6.708827	6.930225	7.081326	6.17838	6.157245	6.468991	6.360095	6.283668	6.984097	6.078422	6.083499	6.204607	6.632373	6.324639	6.761515	6.319883	6.178717	6.89152	7.077325	6.521423	6.544556	6.001218	7.008091	6.647978	6.521018	6.103875	6.156485	6.03403	5.907369	6.432873	5.930943	6.149002	5.893624	6.3157679	6.1718547	6.202523	6.309266	6.247248	6.4510828	6.132626	6.16861378	6.4858108	6.055478	6.80756943	6.0575006	7.4252436	7.139843	6.576142	6.091392	6.394753	6.545507	5.860301	6.4976024	7.4304973	6.476245	6.068132	5.850577	6.277079	6.738492	6.69606	6.678744	6.602219	4.8346741	6.142494	7.191662	7.108819	6.340581	6.0069991	7.212005	7.230784	6.801496	6.00902
