id	filename	md5	size	state
4a0b5616-19c3-4cb3-9c47-2e0fa8b10d48	37fa43b4-8f58-4147-81c9-3886a8855d4b.FPKM.txt.gz	7007ea2bf424417da26b7891361ac718	578075	validated
4afd40c4-2b3b-4f53-bcea-a3acca7fc548	f3f23d87-15c0-45c0-878e-e3651e3905f1.FPKM.txt.gz	7e77ad2915793a117ab890a1d73a78ea	593782	validated
4c12ae76-d42e-4ab4-b64b-83986afda1f9	093556a2-4f01-436e-81e4-d232d6cd0a60.FPKM.txt.gz	f13a1d2e748b35d0b4205f39c599180e	573771	validated
4c97c432-7a88-4707-8a95-fbdc721534f3	5a0dee52-1a55-42ff-94de-cdad38802e73.FPKM.txt.gz	e8c82639e9f368644ae2032fddeb8bea	582607	validated
4cee9c32-8c1d-4f0f-943d-0852b62afb39	e328b8e9-2ffa-4cca-af04-5a96f09b9e04.FPKM.txt.gz	127f7d8a9cbd250503ff596c64db2f26	572230	validated
4e1768ec-d2c3-4a77-813b-09eeb47120c3	d50ac166-a1cf-4915-96bc-604ffb97f7a4.FPKM.txt.gz	5b2d9a22c182c36d1bb7eacc4dedd796	547534	validated
4e256e7b-651e-442e-a40a-5f30a5a4ac22	9bef4ae5-c2df-446e-b283-75f5b172fc10.FPKM.txt.gz	86c255c8561e83f1c27508af407def02	536969	validated
523b9bc4-077a-439f-be67-5d9730c15fde	ce0d85eb-9854-4570-b497-09039a135d7e.FPKM.txt.gz	ae4079d24932d326ad662dd29437ed04	578364	validated
52544d04-e8af-4cb1-bd5e-3066df681822	a1ea6dad-4010-4625-8eac-3b6b2325faae.FPKM.txt.gz	8d9e51563a37113c1fb593aea3b34a55	563832	validated
5405415a-a1fe-4c70-8832-ea7351698895	3feebb27-db4a-4705-a7b9-b00f8de6e529.FPKM.txt.gz	53e76ad5733a1dbac9b478a30e1de37f	556153	validated
5593f409-35ca-48f1-a651-33da7e7aec33	a7563741-4e31-403c-b753-98286dc9effa.FPKM.txt.gz	775cd338b7a6235b33f39639d508e6b8	546406	validated
5722e9ca-419b-4f38-8427-82b4c63fe694	35de24d8-fed0-41e6-be7c-b67019b9e7d5.FPKM.txt.gz	f64022c54fdf1cf1c119d25c796221fd	576663	validated
59278ddd-6f94-4fea-af3b-8dc4efacfd0c	923cb230-026f-42c0-b2c3-0bcbb033e17f.FPKM.txt.gz	5386666218bcd8be91cf98f09fcccf6c	582462	validated
598d7650-718a-42e1-bc91-595b6aafa523	a57cbcd4-61bb-4a57-85f0-21dca9945eeb.FPKM.txt.gz	4a9edd21d46180c9d0e1d976c6343308	541935	validated
5deafdc8-48cb-45a3-8dc0-9ed8a6310abc	7424bd55-ba00-4aea-b4d6-b827b4f60902.FPKM.txt.gz	bd44d54b888aac3b3114c1427a7f73c3	564938	validated
5ea34631-9b17-469a-95d8-a980b6e50a2b	9387547b-7111-408e-8f02-f07a2f6b8361.FPKM.txt.gz	33347dc1825f458c517878eea40366de	559701	validated
61b13926-0772-440e-94d5-bdd73fbeb480	840cf94a-9a9f-4567-977d-9ab31128ae89.FPKM.txt.gz	5a90c8274ada42af1cd8394dd90be772	560219	validated
6205c119-2dea-4ef3-89d0-c8ae2855f9db	dc1fb8de-58f0-444e-be36-1a2256c01c86.FPKM.txt.gz	a63c1c73437e8604298ca26285122725	610726	validated
645d58df-dc4e-4998-ae54-f100711608e5	e5ee90a3-5094-467c-9418-10368ac6b451.FPKM.txt.gz	4352097c0d95338710f2393617d3877b	574364	validated
65a199fd-1219-48d5-93d3-60cd28106d88	889f0b79-c45f-4381-b9a1-f95e27220e0d.FPKM.txt.gz	447d76fa546f9691b73ccd015a5eff3f	549519	validated
6892f2f3-7b3d-4607-9215-1c591f939410	6e5d9e4c-494e-4d8f-b502-b8fd48af1dee.FPKM.txt.gz	f77b9c48fabde007b10de029633fbc07	568047	validated
6e30e4b8-df8f-43ff-8d58-2febc28de3e6	2e76fc1e-cd70-450a-b536-74480e5bc4b0.FPKM.txt.gz	d3265696136927aa6d60434160834b79	570932	validated
6e7b7f5a-6e23-4b64-a96a-8358521d8064	4ae96ef3-8ed7-4b4f-a0d4-cc10c316e719.FPKM.txt.gz	b46495fc9e99884eaf465164b3247672	566825	validated
70e9d218-896c-4a8d-8d6e-576f87500d5e	9c411c6b-6d65-4c84-a740-9e60c8b1fb7c.FPKM.txt.gz	e892a596c4ad90dda3acc975fbf2eba1	586381	validated
70ec0aad-2d09-4fa2-8cde-2d2b7ca993b4	96648fde-8189-475e-9d36-7dc1a3cf3013.FPKM.txt.gz	a275f2472504f2e472ad05a1d1667770	561326	validated
71ae07b8-8bde-4762-be42-9c8493a98133	a2024294-a31e-4876-afba-3811000652bc.FPKM.txt.gz	45d1135ede147fb2c5e5661dfb9390e2	572645	validated
73fb06b3-dc37-4a48-92d0-ca7e35a2c50c	19cc3f8e-77b4-4d4e-816d-325aee1f1544.FPKM.txt.gz	6a136e7ec1b822471429a5374210afeb	563253	validated
77575887-bbcd-41fa-8c30-491bef03df8b	a7c2642d-1f1f-4f47-b85a-5836f4b561d8.FPKM.txt.gz	de9e727022cc3f31e90db321cecc0d15	571575	validated
780f03f2-0d7e-4204-80aa-c14f2e8ddbbd	70b41274-757d-4f93-b5fa-bee568644db9.FPKM.txt.gz	c70282dd9d6ad7ebb2d19783169b703e	558038	validated
795052d2-283b-46d4-b8f6-bc33d3c80d73	d019b279-64cb-4941-a49d-4809e56a94c4.FPKM.txt.gz	bf207359034a63315ea2733089dd36c5	577546	validated
7bfc70bc-b603-4a32-8834-c29d04e46a3a	c7bd5f7a-6511-4d4c-b8b7-5bd3cc64036b.FPKM.txt.gz	a84e2caa0ffd49a6db6d7b5cfe381a11	636567	validated
7c015cc9-d0d9-4c4c-b3da-1d6c88e700de	85d445d5-e143-4750-937a-4dcc7e2ad2d6.FPKM.txt.gz	c1326e58c88b71b53bec8848a71730a9	565675	validated
7d60a9c7-057b-4fbd-8a92-bc541aaeb44b	350ce5eb-cc0b-4bf3-9a94-654273c50cb3.FPKM.txt.gz	cdfa7cc6ffdb38c1089829aa217e7aef	570315	validated
7dcb06f9-2a7e-4140-bb27-bf07e9b57e78	7ab6d85b-31d9-4d91-957e-d5b9462082c1.FPKM.txt.gz	01727ae4a9074e88d401a47654504bfc	581356	validated
7fd30924-da13-4712-b0bc-a0f0bb7fdd51	443cd24f-4b70-44e8-8d9e-0f639bbf15b0.FPKM.txt.gz	c8926cb696f208409351a7d15313d661	528448	validated
80aba7c3-4dde-4fc0-bda4-5d5af26cbbed	23b6f4d8-a9da-4b20-977a-5f303707949f.FPKM.txt.gz	f6ad123daaeca513fabe130e3bd44f8e	569976	validated
81c4379b-e96c-4b59-8fb1-4b7d6213bd4a	4a38c663-49c3-428a-b8ec-23c79e6bea71.FPKM.txt.gz	7accdbeed2330a9088ee0f8ec8cc0136	545323	validated
84555b82-f506-44f5-828b-6e113ec8abef	bbb7c180-3737-4c05-a145-08da7bab76c2.FPKM.txt.gz	d1c53b9d1decdca54db6b8d5eac66812	559893	validated
848a3c12-636f-4249-a2eb-2fb803571c72	74451511-b202-41c6-b362-ffb07d8efcfc.FPKM.txt.gz	060262db64584f3d9539a97a714f2147	553532	validated
85e3e1aa-6918-4b57-a617-cdf9467666e3	db818eed-5ec3-420d-9132-880f8a1d2f85.FPKM.txt.gz	f0b4415d78832c448008ea1925b9cf9f	576927	validated
86702d64-ba70-43e5-8e0e-353d5b2b599d	cf9167eb-8b16-4707-ac37-bee20f2825d3.FPKM.txt.gz	0bfbae787a2a4555cdd97377de9e88fb	551324	validated
86eeec84-4201-46a5-9daa-31162c15e27c	f181777c-80d8-49fd-a444-22fb7cb2a378.FPKM.txt.gz	e055b4cf61f0535f33c08f1cf5a25700	644925	validated
872e896d-bf70-40ee-9501-193b38aa5966	54cefc81-f62a-4b24-895c-9b227bd2c1df.FPKM.txt.gz	aba24df279ea781eddbdedd378f76f3b	562590	validated
8747aa61-8503-4aa8-8255-2ec2907cadfb	aa1e1a6c-2a46-4cd7-8d95-8d69609ecb63.FPKM.txt.gz	86f714254da676674e8097f0b98ef2e4	579626	validated
8766df3d-3455-4726-a9b0-5df478891803	bb1b9683-173e-4a32-bbeb-f17c7ed114c6.FPKM.txt.gz	002fff86c012e67641eec9f7f7c73acb	547139	validated
8a86c463-8aff-4258-8a94-d9ed56ba87c6	72262317-5493-4d82-8e8d-316f21b004a9.FPKM.txt.gz	b2cfb1cc6fd339b118a35655e9239e1e	574425	validated
8bb4fdec-7b0c-4d4a-b6d5-8a16fe33f281	859225bd-dbd3-4953-9800-42d751ee2479.FPKM.txt.gz	4b627551b0a48a3d2e1105ac4ebdef72	556543	validated
911823cd-285e-4fab-827e-fb9b8fd6822b	d13f02a5-a644-4aea-a62e-5e4b517fba30.FPKM.txt.gz	8f5f59b1a9a914136e7c6a7385ada34c	571912	validated
94f0578b-2e0a-474b-854f-f78f7074f0e4	ea453c70-f2b3-4014-ba02-9821a6cb2d85.FPKM.txt.gz	f58f63844e2a5c98e03948670bb19516	609477	validated
971a226d-d4fc-4513-a83c-18731f9fbe1a	ad0e027c-d017-4c46-9770-8de5187560b7.FPKM.txt.gz	4d6cb1c7822c22bd07c61b14d080a5c3	563495	validated
976ec611-7f38-4bb9-a7f4-3f4615654a69	d56893f9-167b-4fb9-95b7-2a3c8279c148.FPKM.txt.gz	47382314bc040072ae41cd3f34aeadbe	544415	validated
99640dc1-6cfb-4010-9699-95bad6f0c96c	ed2b3327-9b0b-492b-a20b-9733e1233450.FPKM.txt.gz	504512cd0865bf4e5e86da9687aec319	564904	validated
9a54a6db-4076-4fad-8229-fc559f27bd74	834f1044-cf26-4042-b7dd-50486170b28c.FPKM.txt.gz	552894dff15f1d5430ac93226822b0da	553696	validated
9c34c00e-80c1-4518-a14c-3da69763a634	50579940-fb3a-41bd-94a1-429eced43449.FPKM.txt.gz	dbff06098b40122fab2c4f5e7b82b626	547292	validated
9e87aac4-4c66-4d62-bab1-c41ba428cd3c	452636d5-a165-4bdb-bbf3-04efd7efe7f7.FPKM.txt.gz	6b8455ae28bff8e36d28b61cb9bc988f	540996	validated
a0095744-9ef8-430b-a1c3-dd6844e9ab4e	d14e5212-74be-4dea-9922-73c00a9011b6.FPKM.txt.gz	5999fc2a9e0b44c3eeccea0aab2de94d	547298	validated
a4a9faf4-f7d9-49ec-a1ff-e76a954f8468	406e1c3d-5850-4126-8267-edf60a03cbb5.FPKM.txt.gz	ed196cdc3ac95fbc76aa72c3a8fab3af	579417	validated
a4e9688b-3595-49bc-a4c5-4056ebe45868	edf5bd61-51ee-445b-9420-c95351fc561c.FPKM.txt.gz	dd85d93003e97f5c69689ca19e2c0f78	554651	validated
a51b180c-c281-4b58-9938-8ea02d4bb9b7	7141acae-62b3-46ca-856e-208f2f6d54a8.FPKM.txt.gz	c273c6faa7d9b6173dcf2f8b9f1514c9	548696	validated
a5c7fcc9-db41-42b8-8406-8e6fe780f12a	31a7a535-c256-4c8e-bbef-597571b134d6.FPKM.txt.gz	81c83382ee8c40ca9ae827fe6c9f8079	533701	validated
a83a8b52-8385-4b11-b378-cb1fedc8e604	21cd2e20-5a00-4d1a-9c2b-ce87a447da30.FPKM.txt.gz	4593505e0a1d1cfa58be924ee0f068a4	545553	validated
aa69bd0e-7aef-4198-a042-eb41607aad76	ea682d7b-897b-4b17-bf41-22495b5c9102.FPKM.txt.gz	da1a06458e64b5543962ddb7f98269ee	514320	validated
ac87868b-cf50-4002-ac29-e0cecba456bb	5ee23a7a-d9f6-4bbf-921f-43aba161880d.FPKM.txt.gz	a0b6cd5a55552ca85ccf462326b86f74	662665	validated
ad1d6e11-717e-4021-a9c6-ecafe1d733df	312a88d3-40af-40e9-af3d-2b14b95deebb.FPKM.txt.gz	0bd0a5310cbfbf9858e66856007d3dcf	554748	validated
b0f59d59-9488-4be3-bc58-1b3fc5ae7522	1f920941-0118-4f2f-87c2-f3cede2d5f0b.FPKM.txt.gz	1b49d712345601f0c1017b8213c3502f	563654	validated
b25dcb17-07aa-4ec6-b09e-c200db0fb38b	7ce58577-e828-450d-9f92-08f55add0484.FPKM.txt.gz	2dc7fc93681db7f0657b02a6377ddaf3	560366	validated
b5694957-4e9d-430e-b74a-09f5d9126b94	cd5b5f8c-ace1-4a9a-9042-20d2d91318d7.FPKM.txt.gz	fa049924cf8dbc5e0ee1b266ba502923	555179	validated
b7e9c112-b87c-4260-bc05-d48e86e7afc3	3cf1431c-e6c0-4015-ae6f-a8c48a885bba.FPKM.txt.gz	d74dcf53ede69d3a007693a6f9a468b5	556844	validated
bafbb211-b400-4e7f-8d7e-a7d4fff8f97e	eb4f8f6b-3465-49f9-a70d-35ee45387f89.FPKM.txt.gz	9627b6a7e54767693a01bb484d0d3fcb	534170	validated
bb254e5f-d645-4e39-ac81-6c75a1850b3f	9f78f0ee-0cba-496f-b4a7-026b23cadb95.FPKM.txt.gz	bb9eeac5e6808a8077f34e21c6839397	581537	validated
bcb0f70b-205c-4565-977b-a5326fbf0716	77430861-5444-4268-8d58-be1e578ff6c8.FPKM.txt.gz	48948efb166c9948d2f072bf8db059c9	536241	validated
be0c805e-2283-46d1-9152-4c6417d6118f	4b3c101b-b2e1-4bc7-a757-6aeae9ba0256.FPKM.txt.gz	b188bed75546c9d0a84ed66f5b26fc62	590142	validated
bfc89db9-a418-4152-897e-f3af4f0a758c	76e26c2b-3318-4bcd-87df-4bcccdce9643.FPKM.txt.gz	c7df58e285700fdc5111edb2a290155f	561682	validated
c052b234-a30d-43d0-8da2-b3e66a559ac5	ae5ed6cb-ebb3-4706-89eb-5566132babae.FPKM.txt.gz	630bfcc45f099130d8ea2d136c1c309b	555403	validated
c056d0f7-e707-4853-a527-5c2085fd264a	db825b61-b45e-4a8d-8186-e44eb42bbe21.FPKM.txt.gz	523db651ce98dc6cb18d27fca3ab6148	564120	validated
c1249c4e-9a85-44df-ae13-af0f51611d54	376e643c-8ecb-49d2-95b0-e4f6571ea94e.FPKM.txt.gz	e282b3b7d19b7818cdf780a35953c320	571735	validated
c2564f82-48ea-482a-ae9d-80bb2c401da8	d55df79c-6d32-45d8-a8e0-047bc2fe7ccd.FPKM.txt.gz	27e94b54373c01a6efe69b26cd7dd78e	566333	validated
c2573cda-2a38-42eb-926b-8001460be219	4ca1f6ff-817d-43ca-b444-3aa50dee7be4.FPKM.txt.gz	0620e02fd9a3e4f70bb3b2556c02b658	553395	validated
c34e7695-eb27-44d7-8957-c4a5abebe88d	370ed43e-09db-4dd1-bbcf-5ec19043d076.FPKM.txt.gz	9e9c0d6ce5d4c80d03ed89e8c73bf8e6	552874	validated
c438bc17-6b30-41c0-bb81-603a899849c4	f4470f3d-f772-426d-81f7-ac8336437d43.FPKM.txt.gz	592503e4e09a86a8f9fcbec208d2069a	573982	validated
c479e7ce-1672-4fa8-8253-d3d7228e3af7	72fe3744-0461-4ea9-b03d-f75929eafc51.FPKM.txt.gz	833c9f5b60bf7633618183e395ee7376	544306	validated
c4a5c181-629a-46aa-9b60-23bcd228fdaa	351f8edd-e1f1-4bfc-87f6-c48f8551537a.FPKM.txt.gz	1ad691c5d1a851f2110aa941e6fe4066	567497	validated
c60df11a-5d3d-41fe-b050-d1a40decdd61	70c8b949-6b79-437e-8470-6648096471e5.FPKM.txt.gz	1810f9008087df9f8713df1b8f380539	548382	validated
c7a0861e-98da-401c-a776-c623d24bb50c	3bed5ca8-5fa8-49b8-aebe-8bd3b9075f9b.FPKM.txt.gz	2c3c224034ab0f0a828fa87b1aa06fe2	547102	validated
c8bbbb8d-288b-4ddd-8a10-5a992a3022db	89038bc1-32ab-40d6-aace-111372dd6cc6.FPKM.txt.gz	9e70e4b26e1ec65ee4c4d04f8d278823	557330	validated
c913597e-93b3-417e-8120-b82a1f8830c6	ccf384b4-64fd-4e78-94e7-ead631956184.FPKM.txt.gz	35bbffc2ea2010557f39dfadaf550a23	581867	validated
ca91e70a-07b9-4a00-829a-3f90da996128	726db59f-bddd-4bb5-b9cc-fb1852855aeb.FPKM.txt.gz	026ba545d28f383ad8201c36a2a5a56d	546567	validated
cac5f7fc-02f3-460f-8d55-5a79df280eb4	0f8585ce-0fb6-4204-bfa0-32f4cc80f39c.FPKM.txt.gz	282c085b73ebcd02803c96bd96d9526f	575083	validated
cb3b5412-e69a-411f-83b0-9f2c0c12ed66	223d44e7-d33f-4997-92ad-5f82747596ad.FPKM.txt.gz	f36da58e88323a5247f366a4d22cd413	592764	validated
cc8c82ba-6fd7-4b32-8c49-728caf9d6085	e5447b08-8a7a-41de-b5d0-0938be628199.FPKM.txt.gz	178844e53770278e500d31f5c60296f2	557222	validated
cd8aab1d-ac6f-4025-939d-e6448e6798bc	ede52976-0412-4878-a28e-1b1b39316e0f.FPKM.txt.gz	23963e6cad386863f47a8afdffb863a9	564623	validated
cdbdaa32-9f45-4c9a-b42a-88a744b85cdc	388f0fcd-212c-411b-b3e1-7fd8d028ff17.FPKM.txt.gz	4bd3e288323051502f0a68d767198073	582882	validated
cde7d4ea-1148-4c60-a5bb-d652e3da6932	ce98141e-6a79-4fb3-b7dd-1abbf452740a.FPKM.txt.gz	598d8a8df74b524539fabd79e7221993	566045	validated
cea33a0a-29d6-444a-81dc-8da4381389fd	7faaad99-5d46-4f5f-b216-c694dd988d40.FPKM.txt.gz	39639624a279ef54e67137a3c0c4182d	578622	validated
cf307afc-e254-49e1-9da7-a0331d3769db	0c96fbc3-6f9f-4b4c-a8e5-3f5b344b7063.FPKM.txt.gz	70094a147057e3604d858dcf09496342	642142	validated
d2a67d01-a481-4dbc-b5ee-57d9268ef3d2	afbe1f71-cb91-47ba-9a38-b533cd435e0b.FPKM.txt.gz	4917acfffc7b2b489d84c4b5ccc6d585	564100	validated
d2cc7ef2-dffb-4aee-9e49-6b2b8e31efd6	88a98b31-4209-46c6-982c-f1fc7f04100c.FPKM.txt.gz	b2158736ab5599b14294e80c0658b19e	535311	validated
d3c1e089-c44c-4aa8-a6a7-8ad7ca21cbc2	ac8a0bed-25ab-4d0d-9639-2b653f3e153c.FPKM.txt.gz	54e5c5771bef3b558586670337ca1c64	549697	validated
d3decd8b-0fde-4e78-8b13-82940e094fc5	e2730969-cb85-467f-9ba2-8a9d521ec06a.FPKM.txt.gz	ba23f8ddb7474539660b25f336c4d255	558986	validated
d7b81922-0de7-479c-8f24-fba59a2059ea	43855b19-028a-4d3a-a825-98b17e9e51cf.FPKM.txt.gz	3d24203db313e0bdd8c01cc87b95fcdc	547703	validated
d810e874-bb84-47bf-b23e-1f6e6d5d2589	f581bb8c-40ad-4943-bf3f-09730ad97fb7.FPKM.txt.gz	b1c29e6e9ab121362040e0fa9d27e3c9	551185	validated
