id	TCGA_TCGA-AF-3911	TCGA_TCGA-AG-4021	TCGA_TCGA-EI-6510	TCGA_TCGA-AF-2690	TCGA_TCGA-AG-4022	TCGA_TCGA-EI-6507	TCGA_TCGA-CL-4957	TCGA_TCGA-F5-6861	TCGA_TCGA-AG-3731	TCGA_TCGA-EI-6917	TCGA_TCGA-EI-6512	TCGA_TCGA-AG-3896	TCGA_TCGA-F5-6864	TCGA_TCGA-AG-A01L	TCGA_TCGA-AG-A00Y	TCGA_TCGA-AG-3575	TCGA_TCGA-AG-A023	TCGA_TCGA-F5-6863	TCGA_TCGA-DY-A1DE	TCGA_TCGA-F5-6814	TCGA_TCGA-AH-6549	TCGA_TCGA-AG-3726	TCGA_TCGA-AG-A01Y	TCGA_TCGA-EI-6882	TCGA_TCGA-DC-5869	TCGA_TCGA-AG-A032	TCGA_TCGA-AG-3887	TCGA_TCGA-AG-A026	TCGA_TCGA-DY-A1H8	TCGA_TCGA-AG-3894	TCGA_TCGA-EI-6508	TCGA_TCGA-EI-6506	TCGA_TCGA-AG-3892	TCGA_TCGA-AG-A01W	TCGA_TCGA-AG-3587	TCGA_TCGA-CI-6622	TCGA_TCGA-F5-6571	TCGA_TCGA-AG-A002	TCGA_TCGA-EF-5830	TCGA_TCGA-AG-A011	TCGA_TCGA-AG-A02N	TCGA_TCGA-AG-4005	TCGA_TCGA-EI-6513	TCGA_TCGA-AG-A00H	TCGA_TCGA-BM-6198	TCGA_TCGA-CI-6619	TCGA_TCGA-AG-A025	TCGA_TCGA-CI-6621	TCGA_TCGA-AG-A008	TCGA_TCGA-AG-A036	TCGA_TCGA-AG-3612	TCGA_TCGA-CI-6623	TCGA_TCGA-F5-6810	TCGA_TCGA-EI-6509	TCGA_TCGA-AF-4110	TCGA_TCGA-AG-A02G	TCGA_TCGA-AG-3883	TCGA_TCGA-AG-3728	TCGA_TCGA-EI-6881	TCGA_TCGA-EI-6883	TCGA_TCGA-AG-A00C	TCGA_TCGA-EI-6511	TCGA_TCGA-EI-6885	TCGA_TCGA-AG-3878	TCGA_TCGA-DY-A1DG	TCGA_TCGA-AG-3574	TCGA_TCGA-AG-A015	TCGA_TCGA-AG-3608	TCGA_TCGA-AG-A01J	TCGA_TCGA-AF-2692	TCGA_TCGA-AG-A02X	TCGA_TCGA-AG-A020	TCGA_TCGA-AG-3890	TCGA_TCGA-AG-A014	TCGA_TCGA-CI-6624	TCGA_TCGA-EI-6884	TCGA_TCGA-DT-5265	TCGA_TCGA-EF-5831	TCGA_TCGA-AG-A01N	TCGA_TCGA-AG-3584	TCGA_TCGA-AG-3885	TCGA_TCGA-CL-5918	TCGA_TCGA-EI-7002	TCGA_TCGA-AG-3898	TCGA_TCGA-G5-6233	TCGA_TCGA-DC-6158	TCGA_TCGA-EI-6514	TCGA_TCGA-AG-A016	TCGA_TCGA-CI-6620	GSE133057_GSM3899156	GSE133057_GSM3899157	GSE133057_GSM3899158	GSE133057_GSM3899159	GSE133057_GSM3899160	GSE133057_GSM3899161	GSE133057_GSM3899162	GSE133057_GSM3899163	GSE133057_GSM3899164	GSE133057_GSM3899165	GSE133057_GSM3899166	GSE133057_GSM3899167	GSE133057_GSM3899168	GSE133057_GSM3899169	GSE133057_GSM3899170	GSE133057_GSM3899171	GSE133057_GSM3899172	GSE133057_GSM3899173	GSE133057_GSM3899174	GSE133057_GSM3899175	GSE133057_GSM3899176	GSE133057_GSM3899177	GSE133057_GSM3899178	GSE133057_GSM3899179	GSE133057_GSM3899180	GSE133057_GSM3899181	GSE133057_GSM3899182	GSE133057_GSM3899183	GSE133057_GSM3899184	GSE133057_GSM3899185	GSE133057_GSM3899186	GSE133057_GSM3899187	GSE133057_GSM3899188
MDSCna	0.693814103546986	0.782546168054157	0.648916617768556	1	0.767638867312515	0.963662144661465	0.61082185881344	0.61974564353993	0.879799133411708	0.970862564650431	0.715874862888926	0.717097612033223	0.762147043223378	0.612657145774754	0.717014141425829	0.811897671481704	0.701941192540882	0.532893421162569	0.686097689298694	0.774308141966983	0.712565329392482	0.722123660150139	0.722813657265193	0.745124412903758	0.604553243099338	0.628180737726695	0.734489892665919	0.582580434389551	0.630890740258945	0.697383131415097	0.575904459135131	0.747770913210301	0.844229495431535	0.641731018921496	0.680132475008458	0.589668549981865	0.800879543185051	0.635801709113804	0.633153995060012	0.680804614084062	0.698612499465154	0.698722250587952	0.680629825841159	0.666165716411117	0.8765438562321	0.755185054827408	0.656168990854764	0.818982525396524	0.688436293725285	0.639557086368227	0.760586865460129	0.711139968524491	0.660006782580355	0.621588237976706	0.806872976397194	0.641574352621706	0.869144627755123	0.860129897674126	0.683673439095318	0.651305414444864	0.598675022603851	0.904777580059198	0.744266297713599	0.865451564979621	0.518510967525289	0.713875150268313	0.626103342657907	0.756670055071171	0.630251246718831	0.717023667273133	0.645334404446984	0.567854619740465	0.741335662903515	0.600413838514805	0.780445080997287	0.783936813580021	0.807274558459731	0.692892449079112	0.59238762121409	0.728254859306721	0.763726342959602	0.609040965506928	0.693984238959184	0.781987564244113	0.674253284477985	0.838777141690229	0.649505282256683	0.541152588061223	0.692042674761178	0.711819361158962	0.624191807595637	0.612566383871761	0.561692747957047	0.663978993476608	0.692432378977978	0.699827766163152	0.671487757521373	0.861832930989436	0.629383457919823	0.708218280885491	0.80434748530231	0.806594155233927	0.747677635812197	0.666021584784059	0.689158016652592	0.779083047720444	0.65386395797871	0.576631651926121	0.686793051341971	0.64389404624	0.759172299255012	0.828534873348741	0.545380753342607	0.734916491904905	0.821273333223772	0.651469562352571	0.735106707708726	0.775801560852266	0.765475185825461	0.759884350321602	0.732054833658894	0.666674913565956
Macrophagena	0.427107703654517	0.412818405245976	0.421429901351618	0.651642469018742	0.505385222873866	0.546599771504098	0.386401359657548	0.4053388082118	0.537932637997141	0.574686865764081	0.462532517122916	0.501170686465484	0.510916593173772	0.378469536854336	0.464091845879299	0.514366469182465	0.459203191931718	0.378362750598154	0.457838828981394	0.425810069795276	0.446890262140906	0.475706616361669	0.511155009902279	0.485386969748443	0.398796257131364	0.438621931272001	0.46907617012895	0.404142737608192	0.397748385186565	0.422906965594825	0.381262800603935	0.512011285857718	0.554049226060172	0.426762410952422	0.445381367002729	0.429239224163885	0.514115148134608	0.385365110395575	0.389574539438664	0.463160653933798	0.445644783553249	0.461845425635445	0.418977527447728	0.429245380932382	0.567052542534417	0.484869635346934	0.411072783515171	0.524531071406036	0.456390628914463	0.436062860583347	0.482339379647502	0.446651547188633	0.396534428531885	0.449332594163508	0.554276882069366	0.450963695052125	0.602720398926461	0.553295392691225	0.423492709348442	0.41781459182639	0.384616448890482	0.52353310767318	0.494596277177715	0.588707698278135	0.374718547960359	0.474314210157754	0.413194899981209	0.490181484253126	0.404381102421453	0.465785540709324	0.443403058968892	0.409559696744714	0.464069590307367	0.388899568225614	0.483478855548987	0.491135810561243	0.53533679357096	0.437809320879628	0.406691647057196	0.471506464641369	0.504573540269579	0.375719458855163	0.435085384375445	0.477547362941402	0.471550554299727	0.497780257086311	0.416128106826792	0.378854512462866	0.420624514366183	0.474670746606866	0.456781368919031	0.375548327521382	0.365032693685886	0.4045125567558	0.490533288036511	0.432666526665693	0.438607970291833	0.5371960907348	0.40518862446564	0.482693431262554	0.517364851735787	0.513039045553805	0.478581374647154	0.4773344000339	0.432854619883022	0.478910389388514	0.43794455723415	0.372879489010596	0.401383824926756	0.437391398942042	0.462380307795451	0.498636855207597	0.345814464280802	0.461392282331817	0.519470602637972	0.394864964041217	0.467970269798781	0.49702633523219	0.452353597865631	0.48251154948509	0.474471796650373	0.407884577228718
Mast.cellna	0.490028457432101	0.517505451291672	0.351919872683595	0.784815505567736	0.585732191598476	0.531974313539697	0.380170348231486	0.369016976372961	0.578268905313914	0.551257627027195	0.479965405310839	0.396251481702244	0.449830680170443	0.363044791855517	0.42122927916084	0.540736582503705	0.435627959270882	0.308128701086489	0.40978672283587	0.395995389867502	0.434369179136813	0.450852588732479	0.46588892489608	0.53209394762511	0.437965219795043	0.380365425696663	0.400124825449309	0.356943187744352	0.377950769818763	0.423146755349924	0.41285296768528	0.556125783287654	0.48710263844762	0.410136181530019	0.427560500054578	0.530632461402012	0.513743750776486	0.418288876438703	0.389982175034699	0.438143928051769	0.456049562720313	0.440077632183723	0.421703665961606	0.408999554743824	0.57029553310375	0.512660656798003	0.435462287897242	0.57513550506035	0.406307464645701	0.351542394628199	0.513786331804812	0.438606960103244	0.421236912867812	0.337021016360381	0.547472755183043	0.473560178062794	0.550501143300687	0.547397387922774	0.452247689860999	0.388916091325165	0.385872757605822	0.519468688120959	0.64699043274736	0.491225862098591	0.393926082678884	0.396901283723734	0.402046912230069	0.543788619565415	0.409291427675386	0.524647163498482	0.409839832292092	0.361884747991698	0.449980633714344	0.384464147348843	0.517549000914247	0.502451843283269	0.426819254466845	0.409974146584846	0.390756548641354	0.462843107390799	0.431857772839425	0.381580827220927	0.442624489136705	0.437668527827831	0.464103625401335	0.565900849714726	0.42960637673709	0.36330751870479	0.489839169279988	0.463180835183496	0.416065372463811	0.405928060582394	0.382074104189329	0.401306332104589	0.494751429749364	0.327777663623772	0.387461424585334	0.519633084074742	0.354430867007084	0.422172391013527	0.537970810940831	0.483794494033874	0.498111616259196	0.454100193444129	0.489958875001529	0.492142216527423	0.330798683033848	0.410906772759095	0.516213027930829	0.366354589503295	0.511937324646268	0.560214493782145	0.313487477217359	0.488801252410453	0.45461510279321	0.430588182937474	0.513481643272339	0.403980129301645	0.476378776351659	0.481810134975227	0.474783428319654	0.477933280935581
Monocytena	0.862677247451259	0.870209945724564	0.873593556426242	0.924729744027043	0.899211285353655	0.837430483161449	0.857573766723619	0.865118966385647	0.880535240077044	0.867206524519299	0.912745789844573	0.905221789529705	0.849236177808071	0.902465987783142	0.894304570683222	0.851495835545975	0.942192972815426	0.867616291975039	0.83549137364388	0.873584958989141	0.828034878535837	0.968573972289139	0.854738203225428	0.865038215745613	0.845051245357684	0.8968771972729	0.88299403944696	0.855607487287594	0.910634957040525	0.879525183704643	0.865764986359985	0.895869196046302	0.926153282931107	0.876631724881445	0.868294651669405	0.916295689671641	0.908767714843197	0.908615198113651	0.856447638358454	0.89980741811799	0.870780801919447	0.865314358960462	0.872640872651294	0.875070781297777	0.878183478194309	0.873577913124851	0.893978945944535	0.878834155420853	0.871029794636267	0.893292486037208	0.893601566433352	0.898869492894074	0.844735003628882	0.870696575637436	0.913433536842917	0.905216591496349	0.908181305895564	0.960356767128872	0.89110003977854	0.916518037063024	0.896019368363295	0.942248544817562	0.861854904307472	0.977237926774978	0.862271199910453	0.918381356672908	0.874117845199831	0.901670515201701	0.941886909203602	0.846946972811271	0.858734939930829	0.872333214912096	0.895607015523726	0.922703911352879	0.898718803613425	0.880289680936633	0.887056679125578	0.857470737154182	0.901040871711898	0.899472598266103	0.922155590132527	0.90573910406633	0.871058845527042	0.8821966611288	0.855141424667854	0.903860124913051	0.886438370812881	0.862859940513001	0.860191557740724	0.895719971848081	0.864706805575065	0.84427579526108	0.896886960862601	0.891775380865909	0.85902043374689	0.892937354574264	0.879434866610228	0.92877820478617	0.908868562280902	0.90017697350504	0.907432110180666	0.891350277492862	0.868774554864735	0.85948275352238	0.898285969694815	0.881197853605101	0.854670690874971	0.879683511522408	0.904374311711788	0.871344518145159	0.862054542224111	0.865660678599638	0.910657256346927	0.887286643088877	0.963360639774774	0.893916284355206	0.872022375484461	0.906370658574215	0.938408662406091	0.870749793504972	0.866675789358155	0.877560030973626
Natural.killer.T.cellna	0.557434557330318	0.513040090446706	0.41217152150705	0.620488296121846	0.539606506278285	0.578954551209941	0.46229172693159	0.460180095785654	0.569870431066062	0.580881393890155	0.491483826172255	0.512087017169046	0.517216543408915	0.43910869275737	0.461342950009334	0.612140280981956	0.509180185034852	0.466881342036657	0.518957660963127	0.53433355355929	0.52483827746672	0.498836113829012	0.549349191338477	0.547085641234535	0.513282196334243	0.48819762709758	0.534870841771214	0.469813251521603	0.462371735861735	0.460445367263167	0.425114941118748	0.506997098885371	0.539319941592642	0.495715087732538	0.492865147238995	0.491066670228869	0.526461563904976	0.451632346545186	0.485780338104879	0.460216025799429	0.550229211314626	0.530688556394536	0.491547673721921	0.517473071673934	0.600785278987026	0.469910243775331	0.465795190990355	0.543912496851345	0.429917584927417	0.553061513149082	0.55026009071764	0.494428122057888	0.540613940509553	0.470223459366771	0.535644251928484	0.490774747307033	0.598392930588935	0.544042279974777	0.510756831506618	0.494023089529275	0.420712212246431	0.547326324176776	0.530398217855011	0.523223348806873	0.453507185258154	0.455947717877333	0.4413899499071	0.488583939791762	0.460608985032411	0.534488726613655	0.445191762229971	0.4631113054705	0.479843712870561	0.494866659178993	0.506419963914182	0.519582167968582	0.569093595424132	0.52617002256269	0.464682686030048	0.554654104815388	0.489618186706544	0.472795887738272	0.479109874241684	0.535391780319152	0.556621413472008	0.566644541410379	0.513141785172779	0.46515283525925	0.479295669851535	0.505834040599644	0.470083472081788	0.52154924077783	0.429042294186262	0.546795836143629	0.504432106987815	0.500766021668646	0.534760671145385	0.506615980293709	0.452155488684527	0.495256406691293	0.57002673338203	0.530138267378481	0.513459355302223	0.568896536725333	0.562488386291269	0.50104679078191	0.440830317477016	0.444874207475823	0.543329544552963	0.489945387930803	0.529789528174833	0.580100076824017	0.427298799419116	0.499794027265124	0.497977950683239	0.475683462904927	0.543754739557126	0.504222109654033	0.50663567453267	0.516990190576918	0.525575994638185	0.514232546889516
Natural.killer.cellna	0.751763311632169	0.760332016352033	0.708482249361461	0.830035485968967	0.783797799929909	0.809528461199394	0.731425102685911	0.762234979492432	0.807108909907377	0.804847641358297	0.754219131069502	0.720189472986824	0.816358688884599	0.688893341027726	0.73262609434439	0.798988906592615	0.723461713907477	0.782223917879342	0.743827607647415	0.761601922939817	0.769751998350294	0.744808625310953	0.777291803911132	0.719489635689532	0.713149465889885	0.728127780961385	0.730959568670731	0.750205737594722	0.637008119299502	0.722459835127163	0.727241707964004	0.75999996886122	0.7486196948233	0.719422231791832	0.745733716147139	0.743703623387729	0.816535501747702	0.6524710557717	0.684435541927034	0.72019668975008	0.715824126248429	0.741263585954139	0.753413479010462	0.764681835314329	0.781682920157664	0.708837634076991	0.731350246709898	0.76610191042928	0.661392649390604	0.726419337831561	0.730176936794719	0.754648227266222	0.78529628043943	0.745198395012226	0.788279509746708	0.664271607831234	0.754930533829075	0.783379748973455	0.737637887783685	0.759059806948395	0.710939454623614	0.809624409960722	0.798072304015461	0.783532892514818	0.683395081158765	0.73898846759949	0.667786235884133	0.752691379907101	0.657976152773237	0.741425482771207	0.687511209884741	0.659898475644534	0.721592002596435	0.662980806412008	0.770790140384649	0.798021327582618	0.778330278231009	0.765825640268408	0.684047712422408	0.717238671451754	0.725161558494508	0.708483980006884	0.791935830064815	0.759517677988982	0.744307511134979	0.805966249151697	0.768559978384066	0.675299388836217	0.750005982071549	0.762471361619818	0.692358083852922	0.736658727252193	0.732222266802636	0.733540059159699	0.806120094798778	0.747772213402949	0.768135148998024	0.787616808283663	0.752722197564367	0.768988473797639	0.785604052653296	0.774295768658485	0.767374087137331	0.773593354948147	0.770923006586575	0.811864834020296	0.702006263539313	0.69687554316182	0.720084078036193	0.774448576801151	0.773511176592796	0.766960225106964	0.690257754161957	0.683555071095348	0.696091336448885	0.725446357096381	0.719887150995934	0.72485365612344	0.726301161340474	0.757307172329533	0.767306669763536	0.67783262072371
Neutrophilna	0.185438797793355	0.258075121319696	0.129855867870261	0.232341939109995	0.246328818949778	0.298494142095827	0.169925624542581	0.18420173426798	0.167089086997809	0.128498644718849	0.332893176832108	0.196877740818404	0.0874823401577995	0.180236777254587	0.238092286731921	0.35290321434306	0.199519829591213	0	0.063959803297526	0.140367533355946	0.1818593025234	0.211506478092509	0.0361007326402675	0.267796083903848	0.0362757689945003	0.134542328291808	0.115218023060582	0.126605748456329	0.0545315845454162	0.18757801086979	0.189653435724822	0.35576610625517	0.34119273467027	0.142365976001142	0.131129591074787	0.230201139706334	0.171880660079782	0.0692401470065279	0.178478280583412	0.167942323923786	0.15877639327942	0.189413102662938	0.157648500714108	0.140954036265023	0.317818330108206	0.31333678654027	0.208622760056547	0.304867572437593	0.22582288609442	0.134867765989749	0.181927376026541	0.391310863925572	0.174626186331	0.142032506747645	0.309947889412224	0.146218756425062	0.238173829365944	0.219707627355614	0.281880437556723	0.200018739081502	0.233624007837643	0.337922159327934	0.133314720190278	0.295103632386115	0.237147105463468	0.254510218877733	0.127753166453388	0.263686883109517	0.250660436501165	0.220955104610392	0.263005744921467	0.218053814879828	0.171039857385943	0.232084765670729	0.274038973892026	0.233450749924218	0.161618349454919	0.0337876968055214	0.216089124095806	0.223186225825362	0.327555688688181	0.214230094519905	0.0635009196041061	0.283581636950024	0.256572935066888	0.201614810535855	0.144887212395672	0.11343106130262	0.137579589202308	0.204701659262341	0.333056322379078	0.0843153249717679	0.185499148440344	0.126795718625283	0.134686146106879	0.164603476148483	0.10695252466425	0.189415669257483	0.118259405918155	0.168657182431231	0.186078697049356	0.227240989460379	0.287697285594966	0.283618998386551	0.0308259201386125	0.179888020413653	0.213161308167658	0.222961948592881	0.239091840232986	0.100868935526248	0.208371664153956	0.195786286177429	0.148611787195886	0.165079867228997	0.160981276398725	0.112725415257581	0.132082119469107	0.189247509551382	0.255943772485053	0.138695887175633	0.183928818646043	0.237237264778318
Plasmacytoid.dendritic.cellna	0.87533079353426	0.864389509539106	0.835747049791234	0.914008460140119	0.910148168229312	0.919563591515505	0.843756954840807	0.833558910312974	0.882238059189425	0.853981602224404	0.852328093748422	0.850584640134615	0.872628667938024	0.791421990299962	0.791243980457648	0.847731569770509	0.834334894719759	0.860813452629545	0.817992377303583	0.835393449550806	0.874601130441114	0.796485117963692	0.836337763192187	0.865031623909339	0.881343960824164	0.836307398290709	0.802195493307428	0.834441783372464	0.789271393340688	0.845705058163494	0.841351104675419	0.864779671747736	0.859378736086589	0.825881722236083	0.858912039577527	0.831352827655686	0.901669615333333	0.798667454929753	0.833823270510989	0.847652548606633	0.839664592722503	0.852199613316839	0.879845106204537	0.85657703574705	0.874310264156683	0.885943996242606	0.82845920008433	0.892422921609892	0.83731788377566	0.82275485910649	0.859376787950511	0.847756605969072	0.868123252377927	0.871600783039779	0.891708970030217	0.804541382513559	0.844664934114782	0.845468749294036	0.837922924906051	0.833873425294873	0.811937309532275	0.894532386109819	0.87881711648337	0.809186459891347	0.850262110745609	0.846975180986496	0.813702727620964	0.84250453154689	0.845622754492245	0.850855511864434	0.790448151852098	0.8250909704866	0.861994382145808	0.818368370263361	0.890636976579365	0.856336386814604	0.904484296103095	0.850271251289202	0.830291860929489	0.811996068157324	0.8028259007255	0.862695930458176	0.870321908932057	0.849676617345096	0.863966901715534	0.907908099334699	0.880296701878362	0.804435819965085	0.860230802122474	0.845141491617693	0.869806561864404	0.809984655972449	0.870363541129979	0.777558669414182	0.860725134461085	0.815289562057982	0.783549586865553	0.86063434312854	0.839557992854006	0.898048412732385	0.879636566798083	0.842508535905436	0.85806443109573	0.84113056746187	0.830079678362154	0.870495967132111	0.829396980063778	0.86491105850174	0.84942084984332	0.85518758522641	0.837462918229128	0.859648709854173	0.891369961118321	0.835502985002105	0.876769074290141	0.824715491100906	0.869039973147737	0.834882150619441	0.841085500808278	0.85761202168261	0.870068493707998	0.853341052844876
Regulatory.T.cellna	0.601224735524156	0.671224356839235	0.497236446914103	0.858531661397808	0.670447718127406	0.792713525324889	0.528121173413499	0.578189612769075	0.755358703284841	0.861713299309148	0.605799746611543	0.595627549749652	0.65133783501771	0.474980940225679	0.526825697703942	0.728664163920091	0.568334071438757	0.454666748367436	0.618592057624364	0.628994973961212	0.667199214173296	0.612024001702677	0.66678944393137	0.616058541757328	0.577808355247987	0.502641635174532	0.544002849297306	0.524854073447582	0.445454470079929	0.584182620786896	0.570547124538409	0.649113112675849	0.652603235924293	0.545693787135878	0.630717788856494	0.522962416648998	0.72511322136743	0.521344288626453	0.548492438063118	0.537843120639515	0.519051299844645	0.607990668673222	0.569074390330221	0.586168817334803	0.643808151587554	0.693640775234326	0.520870229344971	0.712381197225083	0.494764949769456	0.554859332759279	0.646138689527958	0.578071848073714	0.555816800378776	0.538960338681558	0.676749514102209	0.526254027892221	0.750739578144005	0.665523884546346	0.582405376069405	0.589857127580467	0.492203106337396	0.725331907201469	0.678670704899451	0.679815876042945	0.429049515454535	0.590266115349393	0.496272003908498	0.63805169882741	0.5022972032744	0.583639266951204	0.452334518349703	0.479212287434134	0.620558434764412	0.51863897059047	0.666052931800873	0.65575840442473	0.699409078404764	0.630495920607527	0.505796678743962	0.622914872623894	0.585579558530194	0.493827005492069	0.644831616549991	0.683799326428534	0.584769736870636	0.744154264577496	0.609201264856672	0.479455360933475	0.564878393848726	0.55926114808757	0.53738811426598	0.531298174348149	0.475588161703907	0.577752980300964	0.646588328644152	0.561298696837487	0.608415207849368	0.656519115099927	0.559846174636741	0.635199409153997	0.686829356677359	0.647559895124385	0.613172552708446	0.535838954600211	0.639640190884072	0.630098544035956	0.562417970367635	0.550947892353784	0.55402474960822	0.543378735292485	0.624350659958007	0.689289606588207	0.451662818720121	0.600752081763935	0.622215913317874	0.566961133144232	0.658518579631999	0.671828161281533	0.585244780619251	0.719066063686264	0.598950324223305	0.574538829319048
T.follicular.helper.cellna	0.597774160519343	0.614291280043203	0.51775587921193	0.717615568983525	0.607151792100435	0.6394174264287	0.548587195054976	0.560516921733327	0.626535961327075	0.677789254164062	0.597945226842471	0.586075793120593	0.604944599207819	0.576744975537225	0.601578588647392	0.631525363955231	0.592057801419122	0.552423612573678	0.57973885958205	0.627803776830674	0.601140344530738	0.592289568963274	0.618616753737891	0.571819728381639	0.553474009422062	0.558196102991048	0.553108139542062	0.543329076868495	0.529543941597664	0.587642391922117	0.581587144256782	0.60416048783947	0.630765675839664	0.568517295221367	0.599065999276649	0.575144020909988	0.634875399614269	0.49767754942875	0.566330743585101	0.600802693150114	0.587403428615781	0.591317627851845	0.58707238998248	0.564837348579698	0.611731761123468	0.59989842434768	0.581858310844511	0.622664096279495	0.543273218816939	0.559634259441494	0.622445298370894	0.562520456502753	0.589241950708943	0.577908553382056	0.633286124849068	0.564211641705213	0.663747216917586	0.665191003931641	0.541769611438823	0.624450693445371	0.563820033641067	0.650015843347851	0.62622761480687	0.672559287378987	0.531225470517997	0.584024703118607	0.54569656938924	0.628615081963116	0.588505830687002	0.556669664972522	0.543428618003352	0.521914638079211	0.60837542128727	0.558487726614277	0.610915662606501	0.611963625339263	0.629584543762959	0.561428178777477	0.560040145373255	0.624982170424747	0.622529695693558	0.524280195353139	0.565676227117849	0.578938353153709	0.59429042477949	0.656097616530459	0.571297113421252	0.573185022159246	0.540446300568082	0.603369215104188	0.58369816302737	0.553803466431336	0.555027126853521	0.603007602247066	0.642698789921725	0.554980618317206	0.607827851560754	0.655164317062304	0.588260358708414	0.604653373382934	0.62472694059415	0.6209498019208	0.558421939956803	0.599793174143762	0.620095484196936	0.610921187840046	0.532102593349815	0.574242300824543	0.535023157360087	0.560259774593366	0.580750876133501	0.58389777759549	0.503509845692108	0.585243850553571	0.595835422330661	0.526975269756345	0.595382012960103	0.65231395747799	0.596028754086371	0.61449555133879	0.564307724285576	0.534144070879614
Type.1.T.helper.cellna	0.566954872375019	0.605713299284602	0.553164203355332	0.706292170603602	0.609221123538508	0.631863095487528	0.545482249535565	0.562476733175316	0.647980585906288	0.652690087070716	0.537576765959694	0.56741013030698	0.568968680186826	0.52660669430476	0.554918185496665	0.642147878500455	0.616511978989003	0.537833933471954	0.584816614186973	0.583795848925457	0.554721773422297	0.607986169570666	0.568478026037884	0.553671797814245	0.577740791368117	0.555627806097011	0.593209073355497	0.53202518824643	0.507571845139004	0.578123824260979	0.534998379754167	0.579751008154639	0.645858578762896	0.539201735121649	0.593348668909144	0.54828961294912	0.613792690880479	0.540914983988201	0.567964576191837	0.542514299821757	0.546115085648426	0.570613364784577	0.547871101659805	0.566757285838017	0.64112048758771	0.591480287922537	0.568133961637644	0.607559932319648	0.516355281441487	0.560563917725884	0.605448752332731	0.568920667156114	0.581619618671581	0.537742666602235	0.612661716046473	0.540770596830539	0.652827911248475	0.630485119980945	0.568719572060716	0.563520679244773	0.560924721633772	0.644674973162759	0.612554116879628	0.65372430592448	0.496344183119784	0.577591709504425	0.532041534799708	0.584723622684122	0.560568817627086	0.601259766866854	0.509512286223256	0.50499849719731	0.569538457096613	0.528725261322256	0.615307502040799	0.600967781118725	0.594855699591942	0.560766427632385	0.539979587129645	0.565146824473016	0.60017681975779	0.540355918370971	0.562628248163501	0.589420989590797	0.569667549501599	0.603840968767368	0.546874171415208	0.49369813242346	0.541947502887508	0.543829992041693	0.484497318803855	0.534946009914049	0.554046050859054	0.554222148814873	0.576545140575634	0.576952232123197	0.554841802951153	0.63778278988878	0.570907550347377	0.602598483989368	0.601524073598283	0.605779813846338	0.593193719088099	0.566463819079699	0.558157450840898	0.616854973647506	0.533995723242558	0.531981182308303	0.569571941004104	0.540514717988183	0.572663191062803	0.591797909970701	0.512150849917419	0.549433711003934	0.582296137585577	0.496888491871843	0.574570604739154	0.62117451039875	0.562259052770494	0.582020259234227	0.554219279983074	0.52961734308859
Type.17.T.helper.cellna	0.432136798070676	0.436171897959403	0.538743527718771	0.435257889371628	0.49714890729753	0.44508857155052	0.454344583101912	0.487390711246175	0.490549168629226	0.454118902829102	0.459350666001569	0.486881094402005	0.485228807209329	0.488329840860498	0.449692354899516	0.491927025164554	0.465933597252915	0.495691082624599	0.440769095447254	0.42515441180283	0.43565247953453	0.534545100480862	0.413358869289825	0.447940456904037	0.440674891043228	0.506123437019427	0.492924885800431	0.414215953044662	0.411582131083155	0.487769028711002	0.4903064472864	0.511137761221126	0.539486269930887	0.40198411349675	0.432021217189907	0.48472461468853	0.464807377279442	0.44747184210589	0.521031323933782	0.543726070059847	0.494881660618749	0.452617683525574	0.379248627315062	0.478744266834207	0.464475508952995	0.473642265083432	0.46092012279866	0.483342681813433	0.519126723570545	0.46709878207711	0.450910460256543	0.435952112287735	0.439214883517088	0.485455272566172	0.485103896224437	0.435356781467097	0.529644267738498	0.505622810065837	0.453825853258031	0.466447992091285	0.479338028749928	0.509429877266708	0.465078978447133	0.548005237290487	0.471177160746506	0.458558785025772	0.486339854688607	0.495653583144595	0.537371752540317	0.493077709435898	0.448808065476814	0.470671682197687	0.496851538045192	0.431039201215015	0.500259037552315	0.515036343817758	0.435662614753483	0.449771146357362	0.46519795598203	0.525611647085426	0.496382981320899	0.43508019226833	0.437445433363853	0.460925400835296	0.495633472401737	0.50214054078233	0.426112480886511	0.445009249639673	0.470786645869306	0.462131401612685	0.427590993560952	0.440351406912461	0.501674560498304	0.445462181910179	0.395041727489703	0.500677019840238	0.44293044140364	0.523049788027381	0.48036305955478	0.492634683856018	0.48920624121822	0.450642227851791	0.446087117793077	0.519193148198293	0.343514052552577	0.428137150650817	0.524931434643251	0.49628622546224	0.437976221060553	0.409073620308825	0.48062335278217	0.496218657417454	0.39893723830903	0.455834043022781	0.50515542895443	0.467882388813001	0.441911936554111	0.471661933555788	0.506388197099368	0.447148101374644	0.435154401396636	0.453462779753468
