id	GSE13898_GSM349960	GSE13898_GSM349961	GSE13898_GSM349962	GSE13898_GSM349963	GSE13898_GSM349964	GSE13898_GSM349965	GSE13898_GSM349966	GSE13898_GSM349967	GSE13898_GSM349968	GSE13898_GSM349969	GSE13898_GSM349970	GSE13898_GSM349971	GSE13898_GSM349972	GSE13898_GSM349973	GSE13898_GSM349974	GSE13898_GSM349975	GSE13898_GSM349976	GSE13898_GSM349977	GSE13898_GSM349978	GSE13898_GSM349979	GSE13898_GSM349980	GSE13898_GSM349981	GSE13898_GSM349982	GSE13898_GSM349983	GSE13898_GSM349984	GSE13898_GSM349985	GSE13898_GSM349986	GSE13898_GSM349987	GSE13898_GSM349988	GSE13898_GSM349989	GSE13898_GSM349990	GSE13898_GSM349991	GSE13898_GSM349992	GSE13898_GSM349993	GSE13898_GSM349994	GSE13898_GSM349995	GSE13898_GSM349996	GSE13898_GSM349997	GSE13898_GSM349998	GSE13898_GSM349999	GSE13898_GSM350000	GSE13898_GSM350001	GSE13898_GSM350002	GSE13898_GSM350003	GSE13898_GSM350004	GSE13898_GSM350005	GSE13898_GSM350006	GSE13898_GSM350007	GSE13898_GSM350008	GSE13898_GSM350009	GSE13898_GSM350010	GSE13898_GSM350011	GSE13898_GSM350012	GSE13898_GSM350013	GSE13898_GSM350014	GSE13898_GSM350015	GSE13898_GSM350016	GSE13898_GSM350017	GSE13898_GSM350018	GSE13898_GSM350019	GSE13898_GSM350020	GSE13898_GSM350021	GSE13898_GSM350022	GSE13898_GSM350023	GSE13898_GSM350024	GSE13898_GSM350025	GSE13898_GSM350026	GSE13898_GSM350027	GSE13898_GSM350028	GSE13898_GSM350029	GSE13898_GSM350030	GSE13898_GSM350031	GSE13898_GSM350032	GSE13898_GSM350033	GSE13898_GSM350034	GSE13898_GSM350035	GSE13898_GSM350036	GSE13898_GSM350037	GSE13898_GSM350038	GSE13898_GSM350039	GSE13898_GSM350040	GSE13898_GSM350041	GSE13898_GSM350042	GSE13898_GSM350043	GSE13898_GSM350044	GSE13898_GSM350045	GSE13898_GSM350046	GSE13898_GSM350047	GSE13898_GSM350048	GSE13898_GSM350049	GSE13898_GSM350050	GSE13898_GSM350051	GSE13898_GSM350052	GSE13898_GSM350053	GSE13898_GSM350054	GSE13898_GSM350055	GSE13898_GSM350056	GSE13898_GSM350057	GSE13898_GSM350058	GSE13898_GSM350059	GSE13898_GSM350060	GSE13898_GSM350061	GSE13898_GSM350062	GSE13898_GSM350063	GSE13898_GSM350064	GSE13898_GSM350065	GSE13898_GSM350066	GSE13898_GSM350067	GSE13898_GSM350068	GSE13898_GSM350069	GSE13898_GSM350070	GSE13898_GSM350071	GSE13898_GSM350072	GSE13898_GSM350073	GSE13898_GSM350074	GSE13898_GSM350075	GSE13898_GSM350076	GSE13898_GSM350077	TCGA_TCGA-V5-A7RC	TCGA_TCGA-2H-A9GQ	TCGA_TCGA-IG-A6QS	TCGA_TCGA-JY-A6FH	TCGA_TCGA-R6-A6XG	TCGA_TCGA-LN-A4A3	TCGA_TCGA-L5-A4OJ	TCGA_TCGA-XP-A8T6	TCGA_TCGA-R6-A8W5	TCGA_TCGA-L5-A8NR	TCGA_TCGA-V5-AASW	TCGA_TCGA-LN-A9FQ	TCGA_TCGA-VR-A8ER	TCGA_TCGA-VR-A8EO	TCGA_TCGA-L5-A4ON	TCGA_TCGA-LN-A7HX	TCGA_TCGA-VR-A8EW	TCGA_TCGA-L5-A8NF	TCGA_TCGA-LN-A7HY	TCGA_TCGA-L5-A8NN	TCGA_TCGA-L5-A8NE	TCGA_TCGA-Z6-A9VB	TCGA_TCGA-V5-AASX	TCGA_TCGA-LN-A8I0	TCGA_TCGA-LN-A4A1	TCGA_TCGA-L5-A8NV	TCGA_TCGA-VR-A8EU	TCGA_TCGA-L5-A891	TCGA_TCGA-LN-A9FP	TCGA_TCGA-LN-A49W	TCGA_TCGA-JY-A938	TCGA_TCGA-L5-A893	TCGA_TCGA-R6-A8WC	TCGA_TCGA-L5-A8NI	TCGA_TCGA-R6-A6XQ	TCGA_TCGA-RE-A7BO	TCGA_TCGA-L5-A8NG	TCGA_TCGA-JY-A93E	TCGA_TCGA-VR-A8EP	TCGA_TCGA-V5-AASV	TCGA_TCGA-L5-A4OX	TCGA_TCGA-LN-A4A8	TCGA_TCGA-2H-A9GH	TCGA_TCGA-LN-A8HZ	TCGA_TCGA-R6-A8WG	TCGA_TCGA-R6-A6KZ	TCGA_TCGA-IG-A3YB	TCGA_TCGA-LN-A49O	TCGA_TCGA-L5-A88Z	TCGA_TCGA-2H-A9GO	TCGA_TCGA-IG-A50L	TCGA_TCGA-L5-A88V	TCGA_TCGA-LN-A4A5	TCGA_TCGA-LN-A7HW	TCGA_TCGA-IG-A4QS	TCGA_TCGA-LN-A5U6	TCGA_TCGA-IG-A8O2	TCGA_TCGA-JY-A939	TCGA_TCGA-2H-A9GI	TCGA_TCGA-Z6-A8JE	TCGA_TCGA-L5-A4OM	TCGA_TCGA-LN-A9FO	TCGA_TCGA-2H-A9GK	TCGA_TCGA-L5-A4OO	TCGA_TCGA-IG-A7DP	TCGA_TCGA-LN-A4MQ	TCGA_TCGA-L5-A8NQ	TCGA_TCGA-JY-A93D	TCGA_TCGA-L5-A43J	TCGA_TCGA-IC-A6RF	TCGA_TCGA-JY-A6FB	TCGA_TCGA-LN-A7HZ	TCGA_TCGA-IG-A97H	TCGA_TCGA-L5-A8NJ	TCGA_TCGA-L5-A8NW	TCGA_TCGA-2H-A9GR	TCGA_TCGA-R6-A6L4	TCGA_TCGA-L5-A4OH	TCGA_TCGA-L5-A8NS	TCGA_TCGA-L5-A88S	TCGA_TCGA-M9-A5M8	TCGA_TCGA-LN-A5U5	TCGA_TCGA-S8-A6BV	TCGA_TCGA-V5-A7RE	TCGA_TCGA-L5-A4OE	TCGA_TCGA-LN-A49P	TCGA_TCGA-L5-A43C	TCGA_TCGA-JY-A6FG	TCGA_TCGA-2H-A9GF	TCGA_TCGA-L5-A43E	TCGA_TCGA-R6-A8W8	TCGA_TCGA-ZR-A9CJ	TCGA_TCGA-LN-A5U7	TCGA_TCGA-2H-A9GN	TCGA_TCGA-L5-A4OT	TCGA_TCGA-VR-A8EZ	TCGA_TCGA-JY-A6FD	TCGA_TCGA-L5-A4OS	TCGA_TCGA-IG-A5B8	TCGA_TCGA-LN-A49Y	TCGA_TCGA-JY-A93C	TCGA_TCGA-L5-A4OG	TCGA_TCGA-L5-A88W	TCGA_TCGA-L5-A8NT	TCGA_TCGA-2H-A9GM	TCGA_TCGA-L5-A4OP	TCGA_TCGA-VR-AA4G	TCGA_TCGA-R6-A6Y0	TCGA_TCGA-LN-A8I1	TCGA_TCGA-VR-A8EX	TCGA_TCGA-S8-A6BW	TCGA_TCGA-LN-A49X	TCGA_TCGA-L7-A56G	TCGA_TCGA-LN-A4A9	TCGA_TCGA-VR-A8EQ	TCGA_TCGA-VR-AA7I	TCGA_TCGA-L5-A8NM	TCGA_TCGA-2H-A9GJ	TCGA_TCGA-IC-A6RE	TCGA_TCGA-V5-A7RB	TCGA_TCGA-Q9-A6FW	TCGA_TCGA-LN-A49M	TCGA_TCGA-IG-A3QL	TCGA_TCGA-IG-A3YA	TCGA_TCGA-L5-A8NU	TCGA_TCGA-VR-AA4D	TCGA_TCGA-L5-A4OU	TCGA_TCGA-JY-A6FA	TCGA_TCGA-IG-A3YC	TCGA_TCGA-L5-A8NH	TCGA_TCGA-L5-A4OI	TCGA_TCGA-Z6-A8JD	TCGA_TCGA-R6-A6DN	TCGA_TCGA-L5-A8NK	TCGA_TCGA-XP-A8T8	TCGA_TCGA-L7-A6VZ	TCGA_TCGA-L5-A4OW	TCGA_TCGA-IG-A3I8	TCGA_TCGA-L5-A8NL	TCGA_TCGA-LN-A7HV	TCGA_TCGA-LN-A9FR	TCGA_TCGA-Z6-AAPN	TCGA_TCGA-L5-A88Y	TCGA_TCGA-IG-A625	TCGA_TCGA-VR-A8EY	TCGA_TCGA-VR-A8ET	TCGA_TCGA-IG-A97I	TCGA_TCGA-IG-A4P3	TCGA_TCGA-JY-A6FE	TCGA_TCGA-LN-A49U	TCGA_TCGA-LN-A49S	TCGA_TCGA-L5-A88T	TCGA_TCGA-IG-A5S3	TCGA_TCGA-KH-A6WC	TCGA_TCGA-LN-A4A4	TCGA_TCGA-VR-A8Q7	TCGA_TCGA-JY-A93F	TCGA_TCGA-2H-A9GL	TCGA_TCGA-2H-A9GG	TCGA_TCGA-IG-A51D	TCGA_TCGA-R6-A6DQ
RGS16	4.501294	4.205254	4.312592	4.424221	4.317281	5.353904	4.333568	4.744986	4.791203	4.439699	4.619076	4.70138	4.330538	4.572009	4.86097	4.546882	5.93522	4.442319	4.521971	5.038429	4.455478	4.486289	4.51363	4.549334	4.175494	4.31991	4.449135	4.414921	5.99992	5.416338	5.412162	5.987968	5.130857	6.096348	5.324189	5.847688	6.916494	5.713412	4.708707	5.392093	6.501425	5.739061	4.934599	5.336049	6.50572	6.445147	6.654119	6.304246	4.532852	6.993692	7.054873	5.375381	5.3448	6.93491	4.80482	5.399343	6.063857	6.0105	5.331131	5.785388	4.736619	7.082827	7.020011	4.809739	5.455438	6.608902	5.75143	5.74211	5.209138	4.695116	5.293133	5.730845	6.771837	6.810161	6.54818	5.932273	5.784484	7.45888	7.525803	7.0937089	7.2765033	7.241192	8.639179	6.903133	7.52631	7.979124	6.36483888	8.673468	8.102176	9.823972	7.7527668	7.81096	6.863051	4.632778	6.033961	4.580379	6.448118	6.379607	5.444411	3.953492	5.637976	5.24336	5.101501	6.123704	5.435643	5.848572	6.047984	6.295351	3.7413646	6.570231	6.798759	4.444623	5.100836	7.0592783	5.951991	3.942204	4.787502	6.362458	5.071844	8.671682	5.800457	5.602927	4.452106	4.522029	4.355298	5.839799	5.898484	5.82912	4.458388	6.272109	7.269712	8.184429	7.297255	4.796255	5.616746	4.220032	6.453835	5.234369	5.836001	4.956769	5.079358	7.673131	5.936253	4.657256	3.847496	4.443017	6.499556	8.163435	5.755527	6.65284	6.219141	6.826182	4.011026	6.81204	6.204247	4.731748	5.386779	4.287949	7.496467	7.117272	5.228709	4.967116	5.528783	5.881547	3.94073	5.306255	5.531212	6.338316	7.401882	4.876716	7.728778	7.011329	6.233482	7.664882	5.394474	5.313112	4.704415	5.449937	5.092511	6.413669	6.16546	6.826061	6.565402	4.501024	3.870792	5.098218	7.428232	3.650244	4.171697	5.444906	4.715956	3.927261	4.778135	4.713589	4.972605	6.112718	7.80803	5.206567	4.547277	6.600549	6.556082	5.425516	4.713124	6.591045	6.417772	5.844645	6.612732	6.863187	5.292727	8.227053	4.851687	7.371999	7.073982	6.205508	4.53492	7.265266	4.294005	5.476403	6.038965	5.270589	4.754297	5.925859	6.731478	3.730667	6.201074	4.554148	6.653724	5.2986	7.897134	7.159229	5.566421	6.417342	5.724943	7.649766	5.929837	5.585906	4.456909	4.460435	5.504487	5.183487	6.074522	6.764948	5.746926	5.713953	4.324319	4.723423	6.311531	6.429676	4.709396	7.004528	5.271596	4.418937	4.518145	4.521313	4.733388	6.720326	7.897906	5.963343	6.581523	5.337568	4.976125	6.04885	4.899887	6.000301	7.093085	5.714074	4.424873	5.879482	4.738651	3.330708	4.668505	3.351399	7.070585	5.781759	3.874767	7.798359	6.896865	5.729885	5.786853
SLC2A3	4.367536	4.631592	4.500282	4.365291	4.659048	5.855554	4.417122	4.668281	4.741878	4.68461	4.927762	5.110621	4.573275	4.906011	4.420794	4.953059	5.927803	4.804227	4.631592	5.271081	5.362133	4.500015	4.741413	4.842254	4.23995	4.670204	4.755991	4.485793	6.658733	4.496799	5.001467	4.944573	4.810427	4.945404	5.653173	5.564471	5.690913	5.711237	6.228349	5.904332	5.378183	5.351915	4.625483	6.132545	5.587808	7.570478	6.788401	5.694343	4.62641	6.145315	5.879056	6.706113	6.878286	6.618167	4.534646	5.565887	6.613409	6.74602	5.887559	6.306077	5.762906	6.763224	7.698791	4.564334	6.766059	7.275749	6.488537	6.318751	3.695464	5.470748	6.326002	5.680675	6.442369	7.11344	8.587333	7.128218	7.748969	8.163419	7.258222	5.7551127	5.3943565	7.392335	8.032869	7.460772	7.362108	8.657392	5.69216393	10.0161	7.575362	9.1555808	8.0235899	10.154234	7.936882	3.841349	6.14801	5.193536	5.9441	7.467407	6.21369	6.293259	6.24861	6.554196	6.567043	6.561178	5.936908	4.349707	6.649655	6.630217	7.6385279	7.790849	7.098479	9.662497	7.157231	5.5648705	7.812075	4.10598	5.960905	7.973388	5.50066	10.274429	5.723258	4.595274	3.365462	5.353744	4.278	6.762773	6.816701	6.720317	4.512359	5.844104	6.688499	6.53599	6.749387	4.783916	5.665549	6.130429	6.244262	7.150749	5.333726	4.784589	5.483134	5.893075	5.645834	5.85139	4.464222	5.284044	8.392874	7.546196	5.93575	6.044164	6.550555	7.468113	5.98958	6.835667	6.826272	6.164597	4.681895	4.741173	6.996298	6.253732	5.379549	5.478609	9.961364	6.474363	4.148799	6.489582	6.149597	5.563069	6.488357	4.547767	7.209339	6.885073	4.691914	6.537815	4.413492	6.496837	5.116829	5.22131	3.982297	6.084502	8.272564	7.03885	7.125963	4.936311	4.996462	8.416779	8.800287	4.884991	6.032225	5.169321	6.702795	3.439036	6.600114	5.360019	3.808886	4.455434	8.684823	6.001876	5.156155	5.398828	6.828788	4.544609	6.736137	7.454564	9.174567	4.023343	6.119837	4.51752	5.182065	8.582248	6.326582	8.005416	8.95077	5.332387	5.787009	8.076836	5.016588	4.408154	6.523191	6.64933	4.740773	7.857609	6.100541	5.135776	6.461359	4.857206	5.665641	4.066425	7.431617	7.407769	6.199333	7.170264	6.849505	6.79825	7.598472	5.484839	6.085511	5.818467	6.030756	4.893202	5.541808	6.962248	6.557573	7.133252	6.287622	4.178132	5.933016	6.526539	4.458761	7.877774	5.59536	4.846963	4.318431	5.560889	5.734846	7.395191	8.692081	4.946624	7.106791	5.923841	6.478238	5.466631	5.64577	4.694116	6.873016	5.51416	6.196916	5.698644	4.630211	4.466461	6.281142	3.475411	6.509989	8.360412	5.549938	7.709727	6.186662	5.242984	6.230426
IFI30	4.053752	4.182263	3.823514	4.095077	3.563783	4.960098	4.253916	3.896158	4.043048	4.040002	4.273328	4.103001	3.797699	3.992888	3.627781	3.661887	5.478937	3.883814	3.952987	4.500068	3.681553	4.310156	4.279591	3.943535	3.954516	4.160628	3.918826	3.883655	4.925993	5.446666	4.861844	4.486563	5.193712	4.595248	4.858991	5.361319	5.512892	4.882555	4.964852	5.137014	5.078815	4.62709	4.574264	5.297017	5.600789	5.486378	4.883938	4.471065	3.783169	5.572878	6.172841	7.168699	6.662949	5.894143	3.599499	6.102991	5.077991	6.196034	4.80037	5.569163	4.632825	5.750054	6.458515	4.086684	5.361004	5.070429	4.540392	5.440294	4.818213	4.432884	3.858754	5.5239	6.05468	6.442267	6.903256	5.635821	6.901669	5.884004	6.257332	5.603491	5.1819494	5.898625	6.459856	6.880524	6.303582	7.181303	6.74476338	7.119219	6.181325	5.9588921	7.2492644	6.383235	5.309802	4.622282	6.298635	5.057358	5.806897	6.213266	5.602054	4.712737	5.966492	5.496883	6.381185	5.124915	5.629007	4.507737	5.01461	5.80912	5.5420873	5.420445	5.080832	5.710458	5.816287	4.9866216	5.002031	4.590196	6.033066	5.839197	4.408969	5.004014	6.065549	4.955252	3.791923	4.961729	4.864908	4.962516	5.248872	5.370006	4.203872	5.010145	6.088985	4.890296	5.913585	4.820552	4.436402	4.364119	6.19097	6.705592	4.306012	4.713473	5.712617	4.277351	4.642377	5.581263	5.260982	5.521421	4.377805	7.060305	6.020624	4.966612	5.525115	5.468455	4.900076	5.867234	5.697504	6.043711	4.936045	5.758971	5.479191	5.815796	4.823392	4.588584	5.73899	5.78324	4.528255	5.471538	4.36595	4.646039	4.648502	4.980927	6.156261	4.360894	5.535001	4.643195	5.541521	5.852026	5.255988	4.784536	4.234932	6.712387	6.426848	6.039954	7.254607	4.028088	5.348595	6.649298	4.883636	4.826606	5.535337	5.503583	5.40531	4.206795	5.021457	5.179003	3.770229	4.843536	5.697836	5.03793	4.924594	5.296124	5.987013	4.309328	5.201675	6.849988	6.955076	3.911767	6.340342	4.686728	4.832509	4.47067	4.529898	5.648744	7.160854	5.242364	5.386076	6.725072	4.944444	4.526527	6.242291	5.198014	3.925467	4.922371	6.426562	4.133179	6.016746	4.374237	5.716324	4.099934	4.517805	5.479697	4.085687	6.124148	6.118952	5.675835	6.219458	4.662005	4.700581	4.514031	4.39459	4.331645	4.624203	5.717756	5.262475	4.313241	6.780623	4.056624	6.069848	5.340102	4.343579	5.231766	4.766477	3.921348	4.421242	5.350821	4.869948	4.493812	6.504451	4.873024	5.571623	5.398491	6.100301	4.234005	4.542562	4.113978	5.156262	5.871914	5.171626	4.314247	4.659451	3.992773	4.998217	3.489785	4.25463	5.320009	3.966944	6.021659	5.020934	5.382299	5.383811
STC2	3.977927	3.917107	3.449913	3.467023	3.424102	4.365736	3.677146	3.488935	3.864389	3.813777	3.449018	3.298997	3.393789	3.41791	3.872158	3.430078	4.439624	3.331339	3.628253	3.619817	3.642579	3.492126	3.408609	3.591246	3.691127	3.550479	3.622896	3.461859	3.733177	3.365071	3.45179	4.029656	3.409696	3.268829	4.042188	3.992142	5.982395	3.476882	3.641364	3.424266	3.573178	3.574904	3.519941	3.921678	4.239188	4.931192	5.507858	4.372071	3.550434	4.984797	4.908209	5.663205	5.673405	4.652562	3.480688	3.934561	5.559221	5.733066	3.750765	5.268037	3.635873	5.448214	5.471726	3.430078	3.740971	4.478659	4.271918	5.667197	3.565297	3.701387	4.379474	4.368897	5.156976	4.888005	7.330437	4.172488	6.230848	6.914258	5.876113	8.9076191	8.6077689	6.194248	5.501073	4.977482	5.40805	5.92032	5.06408836	8.311398	5.98204	7.9908628	6.6016025	5.866989	5.366707	3.344433	4.616465	3.627153	5.465869	4.225689	3.415024	4.035106	3.968236	3.842743	4.213027	3.916905	4.106469	3.053406	3.949588	4.092577	3.4893831	4.4164	3.434235	3.284465	3.222565	5.9463912	3.781907	3.366162	3.290111	5.014407	7.268342	5.01902	4.065702	4.159005	2.610375	4.646264	2.948799	4.228519	6.191787	3.211672	2.956789	6.096122	6.245562	3.899902	4.270004	4.504314	5.41314	4.522474	4.881715	4.509478	3.189402	5.116047	3.917267	5.597369	5.365929	3.39574	5.836922	5.806888	4.975097	4.414221	3.02023	2.780628	3.434333	6.613779	2.421239	4.466752	3.992965	2.937024	6.155278	5.728485	3.365282	4.690634	2.932786	6.0211	2.994883	4.767516	2.684386	5.275032	6.745591	2.981628	6.520684	3.347101	5.740469	5.894115	2.652904	5.910065	4.661476	4.131745	3.400336	5.6546	4.482725	5.133833	5.134611	3.709921	3.949152	6.161037	2.906558	4.110674	7.317211	2.466792	4.523604	4.978487	6.049691	2.368815	3.283847	3.118643	2.953072	2.881972	4.273538	4.478464	3.340656	5.72482	4.429166	2.712488	3.140263	5.051638	5.757575	4.339127	3.564589	2.867528	3.926543	4.106488	7.566481	5.520466	4.271685	6.864761	4.640444	6.161924	4.623679	3.522487	3.743995	3.894834	6.03618	3.790407	4.404989	3.025281	4.392124	3.390431	5.573833	4.856612	5.610508	5.067014	4.595037	4.843824	3.933046	5.022757	3.633279	6.092958	3.264697	3.63478	3.141674	4.376957	4.78234	4.055689	3.42925	2.911363	3.138138	5.472869	3.210359	3.945347	2.657659	5.356325	3.560975	3.150922	3.911324	3.049743	2.891412	4.148145	4.488502	4.211283	5.754031	4.46144	4.447305	6.502501	6.864048	6.421875	5.802406	4.848009	6.110747	4.503943	3.028191	2.435186	3.364539	2.414565	6.098027	5.087712	2.958375	4.722502	4.683467	4.442819	3.819246
ENPEP	3.413487	3.353093	3.529142	3.145513	3.337305	3.31285	3.323835	3.592443	3.461235	3.31731	3.410908	3.431617	3.343289	3.382376	3.3988	3.452161	4.037613	3.460549	3.744629	3.424014	3.581207	3.505242	3.391233	3.325692	3.776585	3.213219	3.430585	3.460088	3.488211	3.381245	3.239972	3.561115	3.691516	3.460916	3.672572	4.062326	4.758018	4.155225	3.825316	3.998816	3.606743	3.634736	3.524285	4.24728	4.717609	3.388248	3.938336	3.529801	3.23775	4.662942	4.198857	3.971755	4.485139	4.310036	3.389936	3.958916	4.8461	4.267153	3.627004	4.573785	3.451993	4.825438	3.291852	3.308004	3.428802	4.071176	3.393336	5.534853	3.431874	3.335646	3.476354	4.597884	4.974417	4.73984	4.895551	5.015643	4.201482	5.411105	5.822852	5.0271502	5.1974979	5.918345	5.676611	4.888588	3.937936	5.462196	4.86023954	5.088891	5.718411	6.5597126	6.9251168	4.11102	3.577063	3.321779	4.235056	3.315872	4.749152	3.875558	3.973109	3.37887	4.661241	3.872995	3.735901	3.299535	4.25495	3.233534	3.979437	4.020159	3.3689343	4.171427	3.411344	3.110081	3.583764	3.9875163	3.895474	3.50155	3.418814	4.573509	4.859062	5.380588	3.56162	3.497633	4.153418	3.928791	3.67834	3.654892	4.699599	3.169658	3.886098	4.056617	3.96625	3.829649	4.659665	4.036518	4.247536	3.769098	4.201917	4.748664	3.3893	3.757737	3.400808	3.26315	4.533455	3.32772	4.637527	3.38624	5.615962	4.461015	4.598349	2.927548	4.850811	4.052236	2.463801	3.684419	4.293976	3.602769	3.446918	3.199913	4.310586	4.276242	3.987921	3.749431	6.745393	3.727279	2.689147	5.203403	3.532996	4.292434	4.163228	3.832898	5.649462	4.546297	3.347238	4.870219	3.141278	4.504843	4.001812	4.904145	2.926355	4.504868	5.206558	3.896403	5.012815	3.423757	3.054169	4.613556	4.197809	2.799719	4.295931	3.175226	3.49192	3.030991	3.608493	3.258455	3.241375	4.233121	3.933964	5.210129	3.466637	3.895173	5.204982	2.747812	3.293088	4.280675	4.944383	4.589696	4.182746	3.240274	4.665083	4.984699	4.051518	4.655082	4.407126	3.902583	3.682946	6.212758	2.696577	4.706282	3.561987	4.149942	3.742127	4.536392	4.775469	4.428614	4.179983	2.993118	3.408329	2.914601	4.780736	4.732233	3.194621	5.097831	3.798197	4.927586	3.107273	3.355523	3.756416	3.62324	3.150596	4.81302	3.979514	4.591193	4.062932	4.008652	3.707324	3.318125	3.827527	4.294377	2.939435	4.3581	3.852199	3.259211	3.669123	3.306752	3.789571	2.600387	5.249308	3.186114	5.084113	3.669447	4.120088	2.999064	3.440905	3.082817	5.018289	4.263282	3.788102	4.999636	3.131482	2.749105	3.491382	2.329877	4.922274	3.539639	3.539193	4.993184	3.957376	4.899763	4.495963
TSPO	9.731585	9.58393	9.625006	9.58393	9.891904	9.229211	9.610695	9.76788	9.995684	9.901004	9.756235	9.675911	9.769778	9.765441	9.785543	9.861691	9.579721	9.837154	9.769778	9.765441	9.939716	9.986373	10.053133	10.26018	9.866736	9.880584	9.774944	9.724605	9.486482	9.729615	9.155482	9.470955	9.688522	9.142304	8.780265	9.615316	8.477304	9.184738	8.558973	9.386495	9.000335	9.381461	9.145457	8.521494	9.397184	9.121394	9.401571	9.163325	9.542114	8.422434	8.847508	8.930567	8.581836	8.787015	9.688522	8.674774	7.846596	8.873109	8.960755	9.209229	9.258389	8.69204	8.615723	9.706797	9.747673	9.514449	10.015011	8.537964	9.30621	9.65236	9.810271	8.444145	7.769317	7.990711	8.762444	7.657565	8.493873	8.283999	7.666991	7.9789483	7.6694452	7.953304	8.61709	8.863493	8.212775	7.962928	8.08976393	8.088829	7.934265	7.4345874	7.826486	8.222435	8.311089	9.232505	8.650604	9.551049	8.344197	9.368125	8.748217	9.091974	8.531098	8.523021	9.630655	9.184738	8.742044	9.519942	8.942022	8.85043	9.8692409	9.491018	9.514449	8.575768	8.810688	8.2770107	8.186247	9.081126	9.13227	8.924466	9.578505	7.319198	9.719509	9.124289	9.268264	8.977919	10.00295	9.374613	8.587585	8.958757	8.542394	9.701725	9.098461	8.503542	8.570491	9.702192	10.439384	8.835331	8.980721	6.921309	9.73906	9.777035	10.11692	10.033593	9.523267	9.158181	9.148533	9.962537	8.447016	8.974039	8.898332	9.820281	9.141484	8.838056	9.08759	9.099848	8.093828	8.572299	8.672526	9.398811	8.619644	9.8351	9.151816	9.282888	7.11377	7.435351	8.168979	8.39587	9.010715	8.17694	9.300173	9.50133	9.016254	9.416733	8.347665	9.974072	9.345309	8.224684	7.999573	8.304384	9.285297	8.962921	8.57501	9.164164	8.854232	8.863222	10.006928	7.968354	9.546564	9.72048	9.855468	9.199205	9.29547	9.526569	8.805977	9.258289	9.154647	8.30298	9.004492	9.210536	9.620966	8.789683	8.844614	8.643774	9.110027	9.526441	9.058359	10.435338	9.126235	9.853565	9.153911	8.646156	9.27537	8.101416	7.609985	9.835435	9.651557	7.80159	8.370637	9.164432	8.775755	8.715121	9.896769	9.097261	8.225272	9.23117	9.188184	9.563367	9.151047	9.792379	9.557328	8.662478	9.247454	8.793495	9.844769	8.972669	9.74303	9.410744	9.284174	8.69838	9.506974	9.264079	10.258752	9.195663	8.350604	8.482077	8.883191	9.405161	9.458151	9.090255	9.474683	8.894376	8.426643	9.548075	10.063802	8.845582	8.737962	8.777476	8.266549	10.107331	9.068286	8.022868	10.020583	8.96559	8.988147	8.960151	9.71994	9.322922	9.148732	8.976911	9.266339	10.405393	8.246183	10.001205	9.663301	8.888983	9.507337	7.99003	7.53378	9.469394	8.484633
